"gene","logFC","logCPM","F","PValue","FDR","pct_tumor_cells_descriptive","pct_normal_cells_descriptive","experimental_unit","is_cell_cycle_like"
"SEMA4D",1.59501534284393,2.46470457692306,21.7794573808442,0.000278478329859929,0.00324023851098703,0.116610886031355,0.0204708290685773,"paired_patient_pseudobulk",FALSE
"UBE2T",1.48978438914259,5.08322499397284,23.9171049027074,0.000278815252264042,0.00324112968318144,0.360577769948917,0.101330603889458,"paired_patient_pseudobulk",FALSE
"SPPL2A",-1.10878302782518,5.11689525322843,24.0420449514198,0.000279181427069946,0.00324235892445972,0.341729786859257,0.300921187308086,"paired_patient_pseudobulk",FALSE
"RP11-244F12.3",-2.19146891787096,0.30389826331434,23.2239905662169,0.000280463974617003,0.00325421853120381,0.011978157477541,0.022517911975435,"paired_patient_pseudobulk",FALSE
"MAMDC4",-2.07528476343423,2.25230544649709,23.960436970741,0.000280781772257929,0.00325487249963801,0.0401620574246961,0.0747185261003071,"paired_patient_pseudobulk",FALSE
"RARRES1",-2.94538767120626,4.89973266239654,24.17924113238,0.000281504827169085,0.00326021869605127,0.127532147260877,0.250767656090072,"paired_patient_pseudobulk",FALSE
"CCDC14",-0.918599683231787,4.92032372974154,24.1619506300523,0.00028191105968381,0.00326188911994743,0.294697903822441,0.276356192425793,"paired_patient_pseudobulk",FALSE
"RP11-492E3.2",3.0688255253507,1.48344183836327,20.1190302446457,0.000282234748744414,0.00326260224871677,0.0510833186542188,0.00409416581371546,"paired_patient_pseudobulk",FALSE
"MSANTD3",1.34133487561487,3.12504320657657,22.9873093334785,0.000282962344569264,0.00326715971138208,0.172626387176326,0.0429887410440123,"paired_patient_pseudobulk",FALSE
"PRAF2",1.84869447922518,3.15038950826702,20.903539601608,0.000283153841653113,0.00326715971138208,0.174916329047032,0.0245649948822927,"paired_patient_pseudobulk",FALSE
"PBX1",-1.91966395973285,4.0204220671357,24.0808436484621,0.000283970043378602,0.00327354355561444,0.114320944160648,0.183213920163767,"paired_patient_pseudobulk",FALSE
"PRKCD",-0.968141949790929,4.07677855533835,23.8765714556391,0.000284319573055838,0.00327454087376982,0.196758851506077,0.177072671443193,"paired_patient_pseudobulk",FALSE
"PLCB1",2.76340796031293,2.59422777236509,20.8836644613768,0.000286892399707922,0.00330111864728616,0.130174387880923,0.0112589559877175,"paired_patient_pseudobulk",FALSE
"NCBP2",1.01205765085015,5.65790955725355,24.0473920117049,0.000287467985850129,0.00330468737196132,0.61018143385591,0.211873080859775,"paired_patient_pseudobulk",FALSE
"EEPD1",1.412568929848,3.97811992673024,23.4452764299782,0.000287967969503714,0.00330738119955834,0.254183547648406,0.0665301944728762,"paired_patient_pseudobulk",FALSE
"POLR2C",0.933940226099564,5.69209330537817,24.0228549739101,0.000289796039930337,0.00332530939827899,0.59714638013035,0.231320368474923,"paired_patient_pseudobulk",FALSE
"ZZEF1",-1.49804165880581,3.63844352652675,23.8940168485763,0.000290974722018062,0.0033308304566516,0.114673242909988,0.150460593654043,"paired_patient_pseudobulk",FALSE
"ANKRD12",-1.14979901080535,5.56770464565993,23.990908949501,0.000291254939230194,0.0033308304566516,0.374669719922494,0.394063459570113,"paired_patient_pseudobulk",FALSE
"POLD3",-1.29926441368298,3.24776168896283,23.8499694914712,0.000291260070459535,0.0033308304566516,0.106041923551171,0.110542476970317,"paired_patient_pseudobulk",FALSE
"DENND1B",-1.24673071908217,3.92153460853855,23.9434098680124,0.000291347338738442,0.0033308304566516,0.161000528448124,0.157625383828045,"paired_patient_pseudobulk",FALSE
"TMEM161A",0.980713926198842,4.27217648499031,23.9357317042635,0.000292424368998763,0.00333768939677803,0.327813986260349,0.0982599795291709,"paired_patient_pseudobulk",FALSE
"KIAA1549",1.75925021756315,2.11682203539371,21.4380379934794,0.00029248346440842,0.00333768939677803,0.0947683635723093,0.015353121801433,"paired_patient_pseudobulk",FALSE
"BLOC1S1",-1.07797656953738,7.88526326754641,23.8856763787946,0.000295670660950588,0.00337097044765093,0.788973049145676,0.802456499488229,"paired_patient_pseudobulk",FALSE
"PSMB9",1.44239864820186,6.47274774643719,23.8938123281282,0.000297039863712134,0.00338348243661122,0.684692619341201,0.264073694984647,"paired_patient_pseudobulk",FALSE
"KLK7",8.92554717397323,2.54900215263425,55.5686114016397,0.000297529751170707,0.00338530479837647,0.0931830192002818,0,"paired_patient_pseudobulk",FALSE
"GPA33",-2.07939447197805,6.17244863279205,23.8508266019611,0.00029774367503793,0.00338530479837647,0.355117139334155,0.491299897645855,"paired_patient_pseudobulk",FALSE
"ALKBH2",1.32616454681915,4.04132223422451,23.1417235425666,0.000298342589566895,0.00338901937966045,0.323057953144266,0.067553735926305,"paired_patient_pseudobulk",FALSE
"FZD1",-1.82683870200411,0.805087642195425,22.5195966771037,0.000300576371417243,0.00341128151699606,0.0172626387176326,0.0255885363357216,"paired_patient_pseudobulk",FALSE
"GABARAP",-1.23223109318214,3.89084703349383,23.8291195446967,0.000301080971803562,0.00341389626498575,0.141800246609125,0.159672466734903,"paired_patient_pseudobulk",FALSE
"SATB2-AS1",-3.2236807911822,1.94061847315267,23.4124669121581,0.000302023180177364,0.00342146368808752,0.0184956843403206,0.0655066530194473,"paired_patient_pseudobulk",FALSE
"DEFA6",5.56293662798311,3.14154343581867,27.6139543630367,0.000302821262720905,0.00342327059564568,0.020785626211027,0.00204708290685773,"paired_patient_pseudobulk",FALSE
"SBSPON",9.24274373700427,2.36917679109115,55.204978912942,0.000302946249130364,0.00342327059564568,0.106041923551171,0,"paired_patient_pseudobulk",FALSE
"CCDC113",3.1198295220513,1.69221048191918,19.1628677192412,0.000303007565976027,0.00342327059564568,0.0685221067465211,0.00307062436028659,"paired_patient_pseudobulk",FALSE
"TMED6",-2.20272966824086,1.60839574458014,22.1080245995918,0.000304134788957817,0.00343289041026729,0.0193764312136692,0.0511770726714432,"paired_patient_pseudobulk",FALSE
"PDE3B",-1.39695744164807,2.67985888843229,23.2833427106894,0.00030444489974752,0.00343327808139187,0.0743350361106218,0.0777891504605936,"paired_patient_pseudobulk",FALSE
"RRM2",1.68086927899474,4.88841897340974,23.4388078667477,0.000306796231420128,0.00345666342188289,0.241148493922847,0.0491299897645855,"paired_patient_pseudobulk",FALSE
"MUC5B",-3.95005031104058,6.4498279747082,23.5679885868983,0.000313595518463607,0.00353007613460389,0.169103399682931,0.344933469805527,"paired_patient_pseudobulk",FALSE
"BRINP3",-6.36346642436299,-0.624690471868278,30.3942522581782,0.000315003677941541,0.00354272429121245,0.00017614937466972,0.0204708290685773,"paired_patient_pseudobulk",FALSE
"FLVCR2",-2.31162799307785,1.13707251879594,22.5406151261715,0.000315820861544955,0.00354870913920099,0.0162057424696142,0.0429887410440123,"paired_patient_pseudobulk",FALSE
"IFNAR2",1.59801245906297,3.27762402044852,21.8631723181615,0.00031616967551825,0.00354942512191363,0.206094768363572,0.0358239508700102,"paired_patient_pseudobulk",FALSE
"MOCOS",1.89203034071855,1.99931775304632,19.0277730558954,0.000317690888054686,0.0035632896903431,0.0845516998414656,0.0112589559877175,"paired_patient_pseudobulk",FALSE
"UBE2F",0.93144805984997,5.3337196875778,23.3431338722471,0.000320474097495465,0.00359127138957564,0.567377135811168,0.1985670419652,"paired_patient_pseudobulk",FALSE
"SLC15A4",1.43669114031744,2.51492298241912,21.8305353605316,0.000321101768382198,0.00359506925931508,0.118900827902061,0.0255885363357216,"paired_patient_pseudobulk",FALSE
"PSMD6",0.831146317636595,5.58148403968227,23.4461382853326,0.000321769020596574,0.00359781285303195,0.542716223357407,0.213920163766633,"paired_patient_pseudobulk",FALSE
"PCBD1",1.03037628351132,8.02989788775459,23.4251968159057,0.000322142317784467,0.00359781285303195,0.851329927778756,0.483111566018424,"paired_patient_pseudobulk",FALSE
"HAPLN3",2.69951195336923,1.70682875504981,20.574217060555,0.000322358952882777,0.00359781285303195,0.0547824555222829,0.00511770726714432,"paired_patient_pseudobulk",FALSE
"DQX1",-1.91324204659736,2.0993566901077,22.242567411018,0.000322627727929939,0.00359781285303195,0.0454465386647877,0.0644831115660184,"paired_patient_pseudobulk",FALSE
"SMC5",-0.974721671702884,4.70684782066597,23.4376221803438,0.000322791723440698,0.00359781285303195,0.275673771358112,0.223132036847492,"paired_patient_pseudobulk",FALSE
"NET1",-0.762846225895724,6.54437707384513,23.4051290156547,0.000323401242862912,0.00360138235567375,0.59115730139158,0.420675537359263,"paired_patient_pseudobulk",FALSE
"IL1RN",3.30160507058313,3.41083214277302,20.3191011446038,0.000324840073406364,0.00361417239848904,0.153073806587987,0.0122824974411464,"paired_patient_pseudobulk",FALSE
"ECH1",-1.01198353045785,7.56998642820491,23.3639087552581,0.000325415413874745,0.0036173409845898,0.652457283776643,0.583418628454452,"paired_patient_pseudobulk",FALSE
"RALA",0.88945782388465,6.35662208674957,23.3804986887916,0.000325758288081032,0.00361792211115865,0.659503258763431,0.325486182190379,"paired_patient_pseudobulk",FALSE
"MRPS16",0.773610201072062,6.59790479930716,23.3623751820416,0.000326854552521537,0.00362686201327374,0.724502378016558,0.33367451381781,"paired_patient_pseudobulk",FALSE
"PFDN4",1.42004989996542,6.94491525555039,23.3501967006815,0.000327703369874143,0.00363304270252278,0.821032235335565,0.337768679631525,"paired_patient_pseudobulk",FALSE
"ANAPC10",1.05660461008333,4.15717654731354,22.6718554671476,0.000328108266695365,0.00363429530280899,0.354412541835476,0.0972364380757421,"paired_patient_pseudobulk",FALSE
"PLEKHB1",2.02882375595118,3.52232811038419,20.4306552129452,0.000330205268048725,0.00365427163307255,0.200105689624802,0.0286591606960082,"paired_patient_pseudobulk",FALSE
"NME4",1.02537119814297,6.47709120327791,23.2974784119086,0.000331063541058642,0.0036605160623269,0.712171921789678,0.286591606960082,"paired_patient_pseudobulk",FALSE
"POLR3K",1.33532107000429,5.17903922508505,23.0628026895801,0.000331728576982092,0.00366461471466464,0.500792672186014,0.139201637666325,"paired_patient_pseudobulk",FALSE
"ST3GAL2",1.90695731527473,2.15657283610501,19.4464262077969,0.000332365422052584,0.00366729170609189,0.10058129293641,0.0133060388945752,"paired_patient_pseudobulk",FALSE
"MARCH3",-1.61738642477181,4.45756998254566,23.2025597568117,0.000332560027002228,0.00366729170609189,0.197639598379426,0.224155578300921,"paired_patient_pseudobulk",FALSE
"DUSP6",1.46477124767904,4.95836321915733,22.8393004139533,0.000332956493326118,0.00366841446186741,0.456050731019905,0.110542476970317,"paired_patient_pseudobulk",FALSE
"ANKRD13B",2.86867375216219,1.49640080557591,18.6221983588712,0.000333351358782612,0.00366951760994122,0.0653514180024661,0.00409416581371546,"paired_patient_pseudobulk",FALSE
"ASRGL1",-1.6696417555668,4.30907364175228,23.2412265235128,0.000334611163443746,0.00367332300572038,0.145499383477189,0.183213920163767,"paired_patient_pseudobulk",FALSE
"AC007228.9",-1.62950105270123,2.17008986769845,21.8247699927408,0.000334752898777006,0.00367332300572038,0.048441078034173,0.0665301944728762,"paired_patient_pseudobulk",FALSE
"RNASEH2A",1.25015005270082,4.79129310033173,23.0830273986243,0.000334861201491986,0.00367332300572038,0.37079443367976,0.0880245649948823,"paired_patient_pseudobulk",FALSE
"CASC8",3.84257919843233,2.24676199257342,22.3058566995704,0.000334877237870895,0.00367332300572038,0.0755680817333099,0.00409416581371546,"paired_patient_pseudobulk",FALSE
"CLINT1",-1.05125276904808,5.3754536112557,23.1798272604327,0.000337815498564868,0.00369935112505119,0.356526334331513,0.286591606960082,"paired_patient_pseudobulk",FALSE
"CXCL16",1.55466814910163,5.77586014320507,23.1620635246818,0.000337844355757687,0.00369935112505119,0.564911044565792,0.168884339815763,"paired_patient_pseudobulk",FALSE
"GLRX2",0.98459274951914,4.88570376950802,22.8955976429407,0.000338790980369373,0.00370645668330289,0.457636075391932,0.147389969293756,"paired_patient_pseudobulk",FALSE
"METTL5",0.90639998713765,6.45321241464194,23.1453126402535,0.000340372677416638,0.00371875116826923,0.727320768011274,0.301944728761515,"paired_patient_pseudobulk",FALSE
"INSM1",-3.04524567979632,1.44635244169753,20.5994444879429,0.000340512155166822,0.00371875116826923,0.00951206623216488,0.0184237461617195,"paired_patient_pseudobulk",FALSE
"C6orf1",1.51590998079145,3.71708059856358,21.6048597522168,0.000341403595904917,0.00372521890360755,0.268099348247314,0.0573183213920164,"paired_patient_pseudobulk",FALSE
"CCT7",0.851697176777512,7.06737701063477,23.0844672144251,0.000343044397192006,0.00373984478549954,0.768539721683988,0.354145342886387,"paired_patient_pseudobulk",FALSE
"NAA38",-1.01189285477129,7.04351848210194,23.0715740537219,0.000343654745711701,0.00374322098347391,0.634137748810992,0.491299897645855,"paired_patient_pseudobulk",FALSE
"TRAF3IP2",-1.04614545301514,3.36575140764585,22.938134796808,0.000344181068580337,0.00374567683900804,0.122071516646116,0.115660184237462,"paired_patient_pseudobulk",FALSE
"LSM10",0.82530561148004,5.01261718210638,22.9973620511423,0.000344778209815761,0.00374889843860806,0.470847278492161,0.165813715455476,"paired_patient_pseudobulk",FALSE
"GCSH",1.21629114632499,6.21935158582084,23.0295983387804,0.000347827331663498,0.0037787524251401,0.684340320591862,0.22517911975435,"paired_patient_pseudobulk",FALSE
"GPR35",1.11118066890397,4.80737356338319,22.4363774051264,0.000349846621129135,0.00379489671650506,0.463801303505373,0.138178096212897,"paired_patient_pseudobulk",FALSE
"CHCHD10",-0.914834049035447,8.96241698667638,22.9733905409966,0.000349923006469704,0.00379489671650506,0.870706358992426,0.708290685772774,"paired_patient_pseudobulk",FALSE
"FAM189A1",-4.11560112684276,-0.308077469114608,20.2871583277198,0.000351659859332692,0.00381041361940124,0.00317068874405496,0.0235414534288639,"paired_patient_pseudobulk",FALSE
"RAET1L",3.01459560259323,2.09495075248567,19.4757927792634,0.000352290689501951,0.00381392963852113,0.070459749867888,0.00511770726714432,"paired_patient_pseudobulk",FALSE
"ZDHHC24",0.997243904041718,4.47803851586322,22.4704288464263,0.000354748170961478,0.00383501722892257,0.391580059890787,0.110542476970317,"paired_patient_pseudobulk",FALSE
"PRRG1",1.74916182525955,2.58518494664378,21.7703639199614,0.000354951182630587,0.00383501722892257,0.1384534084904,0.0194472876151484,"paired_patient_pseudobulk",FALSE
"CLPP",0.811812784625679,6.00351936189367,22.8612467361833,0.000355162639754837,0.00383501722892257,0.667782279372908,0.272262026612078,"paired_patient_pseudobulk",FALSE
"ADGRV1",-2.70518164233872,0.404145897663337,19.8514130746607,0.000355768393636881,0.00383822920344815,0.0103928131055135,0.0286591606960082,"paired_patient_pseudobulk",FALSE
"TGDS",1.10751607883604,3.42270529278076,22.0269619834725,0.00035621269500963,0.00383969528387004,0.218777523339792,0.0481064483111566,"paired_patient_pseudobulk",FALSE
"POP4",0.896331668565165,4.86185319096418,22.5032604180396,0.000357365121002241,0.00384878525646877,0.439492689800951,0.154554759467758,"paired_patient_pseudobulk",FALSE
"NTRK2",-2.08631764558229,1.30917107260903,19.9161149633842,0.000358706319556563,0.0038598908197746,0.0237801655804122,0.0255885363357216,"paired_patient_pseudobulk",FALSE
"ABL1",-0.910747969203882,3.91645731812411,22.8411108974533,0.00035905666945866,0.00386032429599336,0.168574951558922,0.143295803480041,"paired_patient_pseudobulk",FALSE
"MYBL2",1.74767372063626,3.64159209163239,21.008793137796,0.000360681376738411,0.00387444619533496,0.181962304033821,0.0307062436028659,"paired_patient_pseudobulk",FALSE
"EIF2AK1",0.810879044648751,5.52811774238298,22.6824245771142,0.000361063937718467,0.00387521209016803,0.583935177030122,0.237461617195496,"paired_patient_pseudobulk",FALSE
"KDM6B",-1.21830789760873,5.40140598570013,22.8221760691741,0.000361499978317004,0.00387655015507898,0.334859961247138,0.283520982599795,"paired_patient_pseudobulk",FALSE
"KIAA1522",-1.22785181178382,5.08106181711508,22.8021106706042,0.000363099963561028,0.00389035675243959,0.267747049497974,0.27021494370522,"paired_patient_pseudobulk",FALSE
"IGHV3-7",-3.67399071974065,0.422846152868074,20.1192663312086,0.000364200006777954,0.00389878769078722,0.00563677998943104,0.0337768679631525,"paired_patient_pseudobulk",FALSE
"RRP7A",0.791500364612078,5.710176399677,22.7678316363962,0.000364792904650487,0.00390177977912248,0.536198696494627,0.221084953940635,"paired_patient_pseudobulk",FALSE
"FBXL22",-1.72690250690575,1.14943284149115,21.533780100104,0.00036644933213277,0.00391102544171671,0.0255416593271094,0.0327533265097236,"paired_patient_pseudobulk",FALSE
"AP3S1",0.950765846014311,6.2856128246357,22.7511235363246,0.000366491198829057,0.00391102544171671,0.741412717984851,0.294779938587513,"paired_patient_pseudobulk",FALSE
"RSRP1",-1.06660984896976,5.77979611655868,22.7469796452172,0.000366599734175374,0.00391102544171671,0.420820856085961,0.390992835209826,"paired_patient_pseudobulk",FALSE
"AGR3",-3.18358377128195,7.78978775313812,22.7085541109533,0.000367797111080512,0.00391819035911274,0.280958252598203,0.655066530194473,"paired_patient_pseudobulk",FALSE
"GNPTAB",-1.45020337591658,4.61568889569893,22.708342109451,0.000368119616542974,0.00391819035911274,0.225823498326581,0.229273285568066,"paired_patient_pseudobulk",FALSE
"TMEM208",0.885400871216188,6.44831383942784,22.7261909473036,0.000368215479531076,0.00391819035911274,0.745464153602255,0.31525076765609,"paired_patient_pseudobulk",FALSE
"PPBP",8.6386828555278,2.49755371026113,51.3670529865866,0.000369032789166088,0.00392353392409718,0.0366390699313017,0,"paired_patient_pseudobulk",FALSE
"CTD-3157E16.2",-3.64640499126549,-0.0479331427368369,21.0230326056325,0.000369620703906023,0.00392643153893344,0.00369913686806412,0.0235414534288639,"paired_patient_pseudobulk",FALSE
"RLF",-1.20199895748177,3.41097336354839,22.4476963695335,0.000371091819162138,0.00393869833637564,0.115553989783336,0.126919140225179,"paired_patient_pseudobulk",FALSE
"PRKACB",-3.07712551621237,4.00789382941766,22.648635644501,0.000372267035380121,0.00394050305551008,0.0669367623744936,0.1985670419652,"paired_patient_pseudobulk",FALSE
"CKS1B",0.955727398273393,6.55726603705689,22.6661551702058,0.000372365753252214,0.00394050305551008,0.642064470671129,0.255885363357216,"paired_patient_pseudobulk",FALSE
"GNLY",1.67851009669941,2.21976430032121,18.9108778927699,0.00037241535279218,0.00394050305551008,0.102871234807116,0.0163766632548618,"paired_patient_pseudobulk",FALSE
"SFRP2",-3.62945088559994,1.45555049660085,19.9559372730528,0.000372527879223724,0.00394050305551008,0.0133873524748987,0.0552712384851586,"paired_patient_pseudobulk",FALSE
"PQLC1",-1.39239911471962,4.32880916562179,22.6206335452581,0.00037400110170274,0.00395163727643528,0.197815747754095,0.203684749232344,"paired_patient_pseudobulk",FALSE
"RGS19",1.98100921694831,1.82828370165232,18.9694300938117,0.000374544647061175,0.00395163727643528,0.080500264224062,0.00818833162743091,"paired_patient_pseudobulk",FALSE
"SLC35F6",1.4265690206836,3.94231219589487,21.1736527395151,0.000374931931030551,0.00395163727643528,0.300158534437203,0.0665301944728762,"paired_patient_pseudobulk",FALSE
"GID8",0.96643396613007,5.92790021430049,22.542839419316,0.000374994968694323,0.00395163727643528,0.696494627444073,0.262026612077789,"paired_patient_pseudobulk",FALSE
"SPATA20",-0.973372599853017,3.99962872221024,22.6379315999652,0.000375319775318384,0.00395163727643528,0.203628677118196,0.154554759467758,"paired_patient_pseudobulk",FALSE
"GPN3",1.0890028825418,4.32526900784543,22.3932471521491,0.000375484891407465,0.00395163727643528,0.356702483706183,0.09007164790174,"paired_patient_pseudobulk",FALSE
"PSMA3",0.765555840714136,6.86453561317857,22.6011569990545,0.000376036045812766,0.00395409524524403,0.745816452351594,0.371545547594678,"paired_patient_pseudobulk",FALSE
"FNBP1",-1.27473624856794,3.86756574587573,22.5423024096695,0.00037719432047719,0.0039629276708363,0.139862603487758,0.17093142272262,"paired_patient_pseudobulk",FALSE
"SON",-0.772693981219468,7.08799266722983,22.5665246700966,0.000377939591729579,0.00396457305636389,0.697023075568082,0.556806550665302,"paired_patient_pseudobulk",FALSE
"SP6",1.74166812512859,2.56034663433932,19.2936361530698,0.000378146678202813,0.00396457305636389,0.0952968116963185,0.0184237461617195,"paired_patient_pseudobulk",FALSE
"ECI2",-1.09363618978509,4.99615784744676,22.5824629472822,0.000378306248269904,0.00396457305636389,0.290118020081029,0.242579324462641,"paired_patient_pseudobulk",FALSE
"PTGDR",-4.80859640395118,2.87895313006001,21.8593458736308,0.000378933953330455,0.00396781137002874,0.0174387880923023,0.110542476970317,"paired_patient_pseudobulk",FALSE
"SDC3",2.30818024052263,2.10726205779252,18.2350196869014,0.000380849906026768,0.00398452212607837,0.0940637660736304,0.00921187308085977,"paired_patient_pseudobulk",FALSE
"MFSD12",1.53814503258408,4.18383823431035,21.9043907770264,0.000381879771022475,0.00399194219078909,0.302624625682579,0.0665301944728762,"paired_patient_pseudobulk",FALSE
"LGALS3",-0.874687110062233,10.7236747869723,22.4685666965149,0.000384889193747892,0.00402002555550441,0.944160648229699,0.931422722620266,"paired_patient_pseudobulk",FALSE
"C9orf152",-1.25698883196983,4.8789107518844,22.4695654098611,0.000386596972158144,0.00403447804138214,0.22036286771182,0.250767656090072,"paired_patient_pseudobulk",FALSE
"GNE",-1.60116349797423,3.81060174093909,22.3096134583893,0.000387958771632334,0.00404222495621352,0.101814338559098,0.146366427840328,"paired_patient_pseudobulk",FALSE
"FRMD4B",-0.989923741472193,4.81926350943688,22.2825367237152,0.000387988660455836,0.00404222495621352,0.288004227584992,0.212896622313204,"paired_patient_pseudobulk",FALSE
"GPX1",0.944827806563731,8.31936003601139,22.4176996613835,0.000388765470346656,0.00404693152660189,0.909106922670424,0.502558853633572,"paired_patient_pseudobulk",FALSE
"PSMG3",0.717300787641127,5.71368509379636,22.3862487471269,0.000389153181667945,0.00404758321784955,0.581292936410076,0.244626407369498,"paired_patient_pseudobulk",FALSE
"C10orf99",-3.5356291976175,7.6158759618143,22.4028182662874,0.000389800648380661,0.00405093328242006,0.368680641183724,0.701125895598772,"paired_patient_pseudobulk",FALSE
"CRIM1",-0.825135750886403,4.32477972822871,22.3271128543752,0.000392258173997861,0.0040730727825466,0.23903470142681,0.183213920163767,"paired_patient_pseudobulk",FALSE
"RP11-150O12.3",1.5759794496724,2.5612290506264,21.2420166388946,0.000392814664417526,0.00407545214333184,0.123656861018143,0.0245649948822927,"paired_patient_pseudobulk",FALSE
"PKP2",-1.06785926401279,5.74922533434392,22.3664853269944,0.000393613813435695,0.00408034302853822,0.446010216663731,0.334698055271238,"paired_patient_pseudobulk",FALSE
"KISS1",1.85299994894725,2.00367279670993,19.2055919374096,0.000394529615521166,0.00408643403763604,0.0803241148493923,0.0122824974411464,"paired_patient_pseudobulk",FALSE
"MGP",-2.70520967625077,3.67498623028246,21.9454824686979,0.000395401397443306,0.00409205935009906,0.0519640655275674,0.178096212896622,"paired_patient_pseudobulk",FALSE
"LDHB",1.21476186835177,8.76468784740289,22.3108403767741,0.000396724292327958,0.00410234006601584,0.88708825083671,0.445240532241556,"paired_patient_pseudobulk",FALSE
"CCNJL",-1.84798104443529,1.7343716404806,22.454125932484,0.000398421056759462,0.0041164665200459,0.0258939580764488,0.0552712384851586,"paired_patient_pseudobulk",FALSE
"TTL",1.48077775751307,2.71447634400594,20.7358564857976,0.000399716002925502,0.0041264214232359,0.147084727849216,0.0255885363357216,"paired_patient_pseudobulk",FALSE
"REL",-1.006855899351,5.90554639331142,22.2554636347358,0.000401893546099882,0.00414546366938155,0.45288004227585,0.329580348004094,"paired_patient_pseudobulk",FALSE
"PRSS33",8.83257217518869,2.33911607432012,49.7069488293779,0.000403602316939468,0.0041596430843513,0.0812048617227409,0,"paired_patient_pseudobulk",FALSE
"MYL6B",0.86397390660088,4.73830281645619,22.1460050619748,0.000404545200143556,0.00416591211065945,0.418707063589924,0.131013306038895,"paired_patient_pseudobulk",FALSE
"TUBG1",1.37191325526347,4.29552860716835,21.4238446238647,0.000405476946907018,0.00417205618924989,0.337678351241853,0.0798362333674514,"paired_patient_pseudobulk",FALSE
"PTPN12",1.04837075563084,4.73738149252966,21.417252183825,0.000406917143445314,0.00418341737068056,0.422582349832658,0.14431934493347,"paired_patient_pseudobulk",FALSE
"TNFRSF17",-3.9421243683158,-0.231697575185609,18.6089519715849,0.000408240829328008,0.00418997319150661,0.00281838999471552,0.0204708290685773,"paired_patient_pseudobulk",FALSE
"PALD1",8.21819704705931,1.90952622752204,49.4875171889653,0.000408490336388148,0.00418997319150661,0.076096529857319,0,"paired_patient_pseudobulk",FALSE
"GDPD5",3.17760598009074,2.5081192712885,19.2231461511653,0.000408564454175825,0.00418997319150661,0.130526686630262,0.00716479017400205,"paired_patient_pseudobulk",FALSE
"PID1",-1.63566226080169,3.50216139568764,21.4159994582448,0.000409936642241787,0.00420058534642819,0.115906288532676,0.136131013306039,"paired_patient_pseudobulk",FALSE
"FAS",-1.92254847656494,2.95135794349174,22.153058581283,0.000410978642495965,0.00420779942358122,0.0674652104985027,0.100307062436029,"paired_patient_pseudobulk",FALSE
"CNNM2",-1.66580864309693,1.88629472293665,21.8059304120065,0.00041184342487823,0.00421217641279439,0.0403382067993659,0.0573183213920164,"paired_patient_pseudobulk",FALSE
"GALNT12",-1.31278602637517,4.2204736803266,22.1257610690623,0.00041208280086615,0.00421217641279439,0.169455698432271,0.187308085977482,"paired_patient_pseudobulk",FALSE
"GRIN2D",8.17573067816678,1.83804484069557,49.2590219590066,0.000413664527453514,0.00422398017806872,0.0822617579707592,0,"paired_patient_pseudobulk",FALSE
"HCCS",0.951508394674755,5.03408892870737,21.6943099766817,0.000413916129899104,0.00422398017806872,0.467500440373437,0.162743091095189,"paired_patient_pseudobulk",FALSE
"YAP1",0.837459259904716,4.25876482649888,21.5950260133397,0.000414367369992492,0.00422512183161877,0.335740708120486,0.101330603889458,"paired_patient_pseudobulk",FALSE
"NR2F1",4.8557128065838,1.29048838696924,29.8509793733075,0.0004155777292959,0.00423399568718,0.0627091773824203,0.00102354145342886,"paired_patient_pseudobulk",FALSE
"TSPAN7",-2.43034072622853,3.86263758452675,22.0965110367998,0.00041619973876042,0.00423686569711139,0.105161176677823,0.171954964176049,"paired_patient_pseudobulk",FALSE
"FAM133B",-0.709674609619415,6.36073846531859,22.0584679627203,0.000417144779796014,0.00424301675527809,0.597850977629029,0.418628454452405,"paired_patient_pseudobulk",FALSE
"PXK",1.72153391911139,2.53146484640626,19.2085120755663,0.000418603307852896,0.00425437647572943,0.125066056015501,0.0204708290685773,"paired_patient_pseudobulk",FALSE
"ID2",-1.35971124283253,8.16499208867476,22.0236774250601,0.000419109292182681,0.00425604460658595,0.693500088074687,0.613101330603889,"paired_patient_pseudobulk",FALSE
"SMKR1",3.7049608610989,1.8126219477916,20.9273438698097,0.000421441019526195,0.004276235283701,0.0697551523692091,0.00204708290685773,"paired_patient_pseudobulk",FALSE
"SAP30",1.36107801766225,3.45639991820056,20.569692478597,0.000423847573252574,0.00429715169950696,0.211555398978334,0.04503582395087,"paired_patient_pseudobulk",FALSE
"TNFSF10",-1.18064837522435,5.49645422625337,21.9186934896696,0.000429653786593076,0.00435247326532449,0.330103928131055,0.374616171954964,"paired_patient_pseudobulk",FALSE
"FAAP20",0.805128977761987,5.91800020184424,21.9069292516812,0.000430303192295323,0.00435252605207477,0.626211026950854,0.259979529170931,"paired_patient_pseudobulk",FALSE
"MIER1",-0.943570340848313,4.62326192208992,21.9040407825924,0.000430358198401931,0.00435252605207477,0.243262286418883,0.218014329580348,"paired_patient_pseudobulk",FALSE
"TNF",3.04494331097079,2.15003634482543,17.9833658617136,0.000433116570606543,0.00437686794160021,0.0720450942399155,0.00614124872057318,"paired_patient_pseudobulk",FALSE
"UBE2A",0.863572995497904,6.0712432184337,21.7497429890597,0.000435916673813545,0.00439926638173954,0.669719922494275,0.325486182190379,"paired_patient_pseudobulk",FALSE
