"gene","logFC","logCPM","F","PValue","FDR","pct_tumor_cells_descriptive","pct_normal_cells_descriptive","experimental_unit","is_cell_cycle_like"
"BDKRB2",-1.22127693076577,1.96885968360281,3.90134657219405,0.0686124310306565,0.156566122861377,0.0450942399154483,0.0419651995905834,"paired_patient_pseudobulk",FALSE
"NIPA2",0.375626564254905,5.06952470553688,3.93783357823078,0.0687008198759408,0.156718966357931,0.477012506605602,0.192425793244626,"paired_patient_pseudobulk",FALSE
"AGAP1",-0.53464989129376,3.67856465898493,3.90847792158685,0.0687045878218143,0.156718966357931,0.16963184780694,0.126919140225179,"paired_patient_pseudobulk",FALSE
"NAPEPLD",-0.650665577248725,2.84344197065388,3.91796570001435,0.0687199875817736,0.156725379262334,0.0930068698256121,0.0726714431934493,"paired_patient_pseudobulk",FALSE
"ZNF559",1.02719207912925,1.4787999318693,3.79467833243344,0.068776555504391,0.156811775580447,0.0498502730315307,0.0133060388945752,"paired_patient_pseudobulk",FALSE
"LINC00526",-1.17841102497673,1.84609701352168,3.84308860730773,0.0687830607586204,0.156811775580447,0.0516117667782279,0.0491299897645855,"paired_patient_pseudobulk",FALSE
"MMD",0.766309858237953,3.20179240288246,3.86859486334195,0.068808911448014,0.156841989660889,0.183899947155188,0.0562947799385875,"paired_patient_pseudobulk",FALSE
"FCHO2",-0.605531707089386,2.92205600386096,3.92641459116507,0.0688252726870585,0.156850566530089,0.109564911044566,0.0747185261003071,"paired_patient_pseudobulk",FALSE
"CHPT1",-0.431997915680161,6.19035977679926,3.93434042388082,0.068840432951835,0.156856403779346,0.594151840760965,0.367451381780962,"paired_patient_pseudobulk",FALSE
"HMGXB3",-0.391225793263275,3.66065622482053,3.91533752934387,0.0688763020985536,0.156909416491673,0.185132992777876,0.112589559877175,"paired_patient_pseudobulk",FALSE
"GLB1",0.367062785137404,4.76155804880904,3.92324857792872,0.0690031315492162,0.157169591618687,0.398626034877576,0.166837256908905,"paired_patient_pseudobulk",FALSE
"MAP7D2",1.78358925774858,2.60526624511798,3.84282188128167,0.069068907175795,0.157290633681845,0.0713404967412366,0.0122824974411464,"paired_patient_pseudobulk",FALSE
"CCDC127",0.481672728452841,2.73564960245737,3.86318234302181,0.0691553242641038,0.157437534417553,0.110445657917914,0.0419651995905834,"paired_patient_pseudobulk",FALSE
"RBM33",0.387855103980671,4.39598496906326,3.89758926839319,0.0691587048778795,0.157437534417553,0.336621454993835,0.141248720573183,"paired_patient_pseudobulk",FALSE
"NPHP3",-0.50974166520432,2.66149432912001,3.89586733312156,0.0691989725079559,0.157487718635319,0.0871939404615114,0.0583418628454452,"paired_patient_pseudobulk",FALSE
"TTI1",0.99371169850634,2.39541664789841,3.84550022220927,0.0692060488878579,0.157487718635319,0.1134401972873,0.0255885363357216,"paired_patient_pseudobulk",FALSE
"RBFA",-0.521991533919207,3.96265409957556,3.92251290270022,0.0692368427719901,0.157529000824429,0.211379249603664,0.131013306038895,"paired_patient_pseudobulk",FALSE
"IL15",0.923697497054083,1.7606810293282,3.77055506919226,0.0693316782700899,0.157715950020577,0.0604192355117139,0.0174002047082907,"paired_patient_pseudobulk",FALSE
"TM4SF1-AS1",0.940027359646485,2.52493973022953,3.8544727282659,0.0694271632172708,0.157904308011513,0.10058129293641,0.0307062436028659,"paired_patient_pseudobulk",FALSE
"ATF7",0.456425462350829,4.22245015482204,3.87599978072486,0.0694688424755207,0.157970244533376,0.307204509423992,0.131013306038895,"paired_patient_pseudobulk",FALSE
"NDUFC1",-0.338886658264294,7.34139199419689,3.91127116055166,0.0695353246804861,0.158092547894823,0.803417297868593,0.547594677584442,"paired_patient_pseudobulk",FALSE
"GLT8D1",0.548439452680425,3.74479371344684,3.89053145649422,0.0695763483478339,0.158135982439145,0.227232693323939,0.0880245649948823,"paired_patient_pseudobulk",FALSE
"GTPBP3",0.497205981979606,3.32763990761851,3.88536679642768,0.0695798322732239,0.158135982439145,0.190769772767307,0.0634595701125896,"paired_patient_pseudobulk",FALSE
"SLC6A9",0.800665939429124,1.69013307551942,3.7967982632521,0.0698180881538172,0.158648512048736,0.0570723973929893,0.0194472876151484,"paired_patient_pseudobulk",FALSE
"RWDD2A",0.83711511494164,1.88811269437079,3.73635097113398,0.0699112503886383,0.158831216667618,0.0789149198520345,0.0204708290685773,"paired_patient_pseudobulk",FALSE
"IFI30",-0.961049635746841,1.47283761102182,3.78801409501934,0.0699253041358668,0.158834161009221,0.0290646468205038,0.0266120777891505,"paired_patient_pseudobulk",FALSE
"ZNF322",0.671701085727261,3.25175118876379,3.86145974129483,0.0699860033480602,0.158943039343916,0.167341905936234,0.0583418628454452,"paired_patient_pseudobulk",FALSE
"TNFRSF14",-0.383114873291782,5.33374545619403,3.89699525202842,0.0700207462268539,0.158992940091981,0.413246432975163,0.287615148413511,"paired_patient_pseudobulk",FALSE
"CEP192",-0.718603842263231,1.67259241270982,3.82544386532072,0.0700558565487169,0.159043656825588,0.0475603311608244,0.0337768679631525,"paired_patient_pseudobulk",FALSE
"ZDHHC23",-0.688430835540743,2.00777906617024,3.82018027157411,0.0700965632616377,0.15910705790472,0.0598907873877048,0.04503582395087,"paired_patient_pseudobulk",FALSE
"NCOA6",0.461730791989897,3.82660459377048,3.83630549530343,0.0701420704686396,0.159181330174,0.269684692619341,0.103377686796315,"paired_patient_pseudobulk",FALSE
"PRKCE",-0.773718541830231,1.9079706577825,3.8184143757111,0.0701554092798133,0.159182585298647,0.0690505548705302,0.04503582395087,"paired_patient_pseudobulk",FALSE
"HECTD4",-0.487241763066616,3.25716236081683,3.87698300224349,0.0703039767596551,0.159462712609499,0.134401972872996,0.0972364380757421,"paired_patient_pseudobulk",FALSE
"OPN3",0.57401327013943,3.22800566625071,3.83640241853728,0.0703044842982762,0.159462712609499,0.165932710938876,0.060388945752303,"paired_patient_pseudobulk",FALSE
"KLF2",-1.0088878122237,5.54891573953364,3.88250083504247,0.07046590312043,0.15979972565562,0.241676942046856,0.236438075742068,"paired_patient_pseudobulk",FALSE
"HBEGF",-0.618086557295688,6.99859673811745,3.88087795127274,0.0705056494687531,0.159860742284825,0.567377135811168,0.437052200614125,"paired_patient_pseudobulk",FALSE
"CHDH",-0.556005751055656,4.31632368468302,3.88069253961934,0.0705521419847832,0.159937029808913,0.235864012682755,0.15353121801433,"paired_patient_pseudobulk",FALSE
"LA16c-380H5.5",-1.1222497576675,1.20852051080895,3.84659703338546,0.0708003536543807,0.160470490259792,0.0288884974458341,0.0307062436028659,"paired_patient_pseudobulk",FALSE
"ZMAT3",0.775585887863345,2.6792932200879,3.80110815515868,0.070833059414971,0.160487617796596,0.116963184780694,0.0368474923234391,"paired_patient_pseudobulk",FALSE
"PGM2L1",-0.467932806993897,4.64970357520442,3.8671641482832,0.0708336915495818,0.160487617796596,0.264576360753919,0.184237461617196,"paired_patient_pseudobulk",FALSE
"SSU72",0.295737068803662,7.13773466033473,3.86966260066138,0.070865951149314,0.160531494142824,0.785097762902942,0.487205731832139,"paired_patient_pseudobulk",FALSE
"BCO2",-0.994057355516444,0.741911757788636,3.72359305988093,0.0709135838385298,0.160610172601364,0.0223709705830544,0.0174002047082907,"paired_patient_pseudobulk",FALSE
"DIS3L2",-0.427125649233447,3.26160974351627,3.8240025398268,0.0710011829580853,0.160752393718559,0.145323234102519,0.0941658137154555,"paired_patient_pseudobulk",FALSE
"CHEK1",0.612646756710731,3.75915047650593,3.84917466592536,0.0710192337957462,0.160752393718559,0.228818037695966,0.0624360286591607,"paired_patient_pseudobulk",FALSE
"AP006222.2",0.570300462629118,3.17104642117886,3.81349341107747,0.07102636844392,0.160752393718559,0.15747754095473,0.0532241555783009,"paired_patient_pseudobulk",FALSE
"FFAR4",-1.272013609845,2.63998458123978,3.83427072623785,0.0710440202143448,0.160752393718559,0.072925841113264,0.0655066530194473,"paired_patient_pseudobulk",FALSE
"CDKN2D",0.618330221202304,2.83213064256184,3.85254150815262,0.0710514451405615,0.160752393718559,0.128412894134226,0.0399181166837257,"paired_patient_pseudobulk",FALSE
"AGRN",0.377495487239651,3.97281557275478,3.85271682267267,0.0710580677892543,0.160752393718559,0.215782983970407,0.102354145342886,"paired_patient_pseudobulk",FALSE
"FAM185A",0.538365040234698,2.15482205643374,3.75793098738572,0.0710721708220022,0.160752393718559,0.0878985379601902,0.0296827021494371,"paired_patient_pseudobulk",FALSE
"TRIM26",0.447927287397443,3.8871956665934,3.8317150991508,0.0710924748636033,0.160752393718559,0.238506253302801,0.0982599795291709,"paired_patient_pseudobulk",FALSE
"RNF219",0.70236739602407,2.41749010357587,3.78365811140245,0.0710925847240468,0.160752393718559,0.101462039809759,0.0337768679631525,"paired_patient_pseudobulk",FALSE
"METTL9",0.325845940528771,6.10253690360954,3.85968160155492,0.0712095142432833,0.160981870063253,0.688039457459926,0.305015353121801,"paired_patient_pseudobulk",FALSE
"ZNF24",-0.481935859588743,4.60008579282415,3.85859660971184,0.0712199309484657,0.160981870063253,0.29575480007046,0.209825997952917,"paired_patient_pseudobulk",FALSE
"JUP",-0.338070393544651,6.74654413552089,3.85579655101677,0.071309401597497,0.161154846594452,0.637836885679056,0.494370522006141,"paired_patient_pseudobulk",FALSE
"PITPNB",0.339994204195041,4.66632955935375,3.85463026421423,0.0713274056881178,0.161155938538735,0.372379778051788,0.164790174002047,"paired_patient_pseudobulk",FALSE
"CD48",-0.811371651853459,1.4945910058073,3.78883405820098,0.0713357732760617,0.161155938538735,0.0290646468205038,0.0276356192425793,"paired_patient_pseudobulk",FALSE
"TMPRSS13",2.31137564843398,1.57613910550892,3.91546445949691,0.0713616763984139,0.161171138862287,0.0436850449180905,0.00511770726714432,"paired_patient_pseudobulk",FALSE
"SDHAF2",0.486967119620378,4.65819583659295,3.84019603720174,0.0713683926544409,0.161171138862287,0.394750748634842,0.159672466734903,"paired_patient_pseudobulk",FALSE
"TOX2",-1.14631070437387,1.05206098739042,3.71057140521834,0.071401693021819,0.161214800063706,0.0200810287123481,0.0276356192425793,"paired_patient_pseudobulk",FALSE
"BRAF",-0.483003662650474,2.91925037380852,3.80831264023753,0.0714136242852482,0.161214800063706,0.11942927602607,0.0767656090071648,"paired_patient_pseudobulk",FALSE
"PIAS3",0.904312550392037,1.85190152809313,3.72874701401582,0.0715083326381327,0.161399336719498,0.0715166461159063,0.0174002047082907,"paired_patient_pseudobulk",FALSE
"DNAJC16",-0.421734843864582,2.71683368538523,3.81282009729908,0.0715351269101419,0.161430547404616,0.0989959485643826,0.0644831115660184,"paired_patient_pseudobulk",FALSE
"ZMAT5",0.42539778380676,3.87500331735809,3.83594634640009,0.0715685306441937,0.161463457474654,0.231988726440021,0.0972364380757421,"paired_patient_pseudobulk",FALSE
"WBSCR22",0.360172897962796,6.7183879247018,3.84796232337852,0.0715756483375593,0.161463457474654,0.730667606129998,0.398157625383828,"paired_patient_pseudobulk",FALSE
"CNDP1",5.31326491223719,-0.00623259823711284,4.7681119820575,0.0716108178743118,0.16148222985607,0.00827902060947684,0,"paired_patient_pseudobulk",FALSE
"CBX7",-0.737026124009606,1.79228197948863,3.76086813992286,0.0716216242059425,0.16148222985607,0.0465034349128061,0.0399181166837257,"paired_patient_pseudobulk",FALSE
"EPS8L2",-0.404687913750381,5.80093624305482,3.84680461507141,0.0716228813867645,0.16148222985607,0.494275145323234,0.383828045035824,"paired_patient_pseudobulk",FALSE
"FOXN2",0.634692418111995,3.52684546442514,3.8108154482875,0.0716459692923341,0.1614845177761,0.237801655804122,0.0706243602865916,"paired_patient_pseudobulk",FALSE
"ETV3",-0.448898750429846,3.51513983641825,3.81350574014701,0.0716498374453955,0.1614845177761,0.165756561564206,0.103377686796315,"paired_patient_pseudobulk",FALSE
"GPATCH11",0.609758507078888,1.99946388645879,3.7154343618419,0.0717249825846102,0.161624621389755,0.0709881979918971,0.0286591606960082,"paired_patient_pseudobulk",FALSE
"LGR6",-1.14678203053289,0.578265364325485,3.69867395314389,0.0717774329831409,0.161713543365926,0.0179672362163114,0.0174002047082907,"paired_patient_pseudobulk",FALSE
"ZBTB18",0.607382098516688,3.23100671299631,3.77018836291365,0.0718420674563424,0.16182987874642,0.198344195878105,0.0573183213920164,"paired_patient_pseudobulk",FALSE
"LSP1",-0.705755039366607,2.11902891881607,3.78062168321406,0.0718736232663879,0.161871673239242,0.0512594680288885,0.04503582395087,"paired_patient_pseudobulk",FALSE
"RSU1",0.389953713935585,4.97545849652921,3.82867861560795,0.0718919941192938,0.161883763209479,0.44054958604897,0.193449334698055,"paired_patient_pseudobulk",FALSE
"HMCN2",-1.26094614752487,1.1445574012351,3.70013666343857,0.0719073410537013,0.161889040889436,0.0331160824379073,0.022517911975435,"paired_patient_pseudobulk",FALSE
"CYSTM1",-0.685047991939734,8.72800592844027,3.83603257542108,0.0719423551936157,0.161938542180839,0.874933943984499,0.815762538382805,"paired_patient_pseudobulk",FALSE
"PPIP5K2",-0.563050446117433,3.59978502888565,3.81497798043524,0.0719553425979438,0.161938542180839,0.172626387176326,0.117707267144319,"paired_patient_pseudobulk",FALSE
"PRMT3",0.627350486810053,3.23049769132469,3.76391051701002,0.0720520794295546,0.162126945399956,0.191474370265986,0.0644831115660184,"paired_patient_pseudobulk",FALSE
"LRR1",0.575763895032171,3.70548793984064,3.82030166483358,0.0720860771702585,0.162174134580722,0.24537607891492,0.0706243602865916,"paired_patient_pseudobulk",FALSE
"C6orf120",0.48696360400126,3.25109928111555,3.79441475132892,0.0721388430696623,0.162263522351815,0.166813457812225,0.067553735926305,"paired_patient_pseudobulk",FALSE
"RAB8B",0.899463131380196,2.19372580321085,3.72279193427914,0.0721843410244004,0.162336532831247,0.084903998590805,0.0235414534288639,"paired_patient_pseudobulk",FALSE
"VPS53",-0.613417462458709,3.47910508068269,3.79630870438917,0.0722101447374795,0.16236523423905,0.147965474722565,0.112589559877175,"paired_patient_pseudobulk",FALSE
"GPATCH3",-0.635011093354654,2.67532900007026,3.7934686741469,0.0722304494996624,0.162381563068039,0.0889554342082086,0.0685772773797339,"paired_patient_pseudobulk",FALSE
"SMARCAL1",0.601883266813273,2.17549211858471,3.7450733065351,0.0722779423805999,0.162444045591173,0.0878985379601902,0.0307062436028659,"paired_patient_pseudobulk",FALSE
"C11orf68",0.545685253951808,2.99761367340025,3.76559606211824,0.0722843383594457,0.162444045591173,0.153426105337326,0.0522006141248721,"paired_patient_pseudobulk",FALSE
"SVIL",-0.491282563130372,4.62454412747594,3.82356123799826,0.0723148417957059,0.162483266622728,0.235335564558746,0.194472876151484,"paired_patient_pseudobulk",FALSE
"NAPA",-0.360641682743749,5.41494303574889,3.82495126199257,0.0723379520391879,0.162505864830005,0.45922141976396,0.314227226202661,"paired_patient_pseudobulk",FALSE
"MKRN2OS",-1.10252536040829,0.995035857222175,3.65944461416506,0.0723995779897607,0.162614964093906,0.0260701074511185,0.0235414534288639,"paired_patient_pseudobulk",FALSE
"LMBR1L",-0.43078311966546,3.25515806259931,3.79737509083697,0.072438952536695,0.162674054668444,0.138805707239739,0.0921187308085978,"paired_patient_pseudobulk",FALSE
"DNAAF5",0.403982318946183,3.74176009025533,3.7916938560383,0.0725220157738493,0.162831216660852,0.223885855205214,0.0880245649948823,"paired_patient_pseudobulk",FALSE
"CLASRP",-0.425915274910807,3.98728763087435,3.81079463529386,0.0725449801587092,0.162853408398112,0.2326933239387,0.147389969293756,"paired_patient_pseudobulk",FALSE
"CTBP1-AS2",0.749386168153412,1.98636718219002,3.73009260587079,0.072575185198987,0.162891843469874,0.0820856085960895,0.0235414534288639,"paired_patient_pseudobulk",FALSE
"TOP1MT",0.751396066985722,4.5851954877252,3.80603189155879,0.0726354691434676,0.162997763308611,0.384181786154659,0.13510747185261,"paired_patient_pseudobulk",FALSE
"DNAJB11",0.368844090962727,6.28159777855697,3.81428814774773,0.07268492390791,0.163079348108394,0.625506429452175,0.293756397134084,"paired_patient_pseudobulk",FALSE
"RASL11A",1.34444998875093,4.59202101135341,3.77747891092288,0.0727197214093838,0.163128023702131,0.167341905936234,0.0429887410440123,"paired_patient_pseudobulk",FALSE
"TCERG1",-0.329287882094463,5.10616430900939,3.81329746931842,0.0727335281624199,0.16312960288635,0.392636956138806,0.230296827021494,"paired_patient_pseudobulk",FALSE
"WNT10A",1.67852012909808,1.72194483250797,3.57669691075001,0.0727668417369436,0.163174924284032,0.0727496917385943,0.00818833162743091,"paired_patient_pseudobulk",FALSE
"ADGRE5",-0.424201203766091,5.55767922745417,3.81002459335395,0.0728353626769173,0.163272464929408,0.478774000352299,0.298874104401228,"paired_patient_pseudobulk",FALSE
"MAP2K1",0.512453983255744,4.5494815248374,3.7954417787149,0.0728365678889905,0.163272464929408,0.392284657389466,0.143295803480041,"paired_patient_pseudobulk",FALSE
"FLVCR1",0.652295831198919,3.4503615998188,3.77270752968092,0.0728557291514295,0.163286017630116,0.217544477717104,0.0634595701125896,"paired_patient_pseudobulk",FALSE
"GOLGA8B",0.709994280215126,2.9997100648242,3.75694576319789,0.0729512700227502,0.163458072259838,0.147437026598556,0.037871033776868,"paired_patient_pseudobulk",FALSE
"C3orf17",0.432172968279313,3.48283204686327,3.76489219696568,0.072958755626339,0.163458072259838,0.198344195878105,0.082906857727738,"paired_patient_pseudobulk",FALSE
"RBM41",0.530128708080978,2.96387881916655,3.73637229603337,0.0730027711396115,0.163527258130292,0.145675532851858,0.0501535312180143,"paired_patient_pseudobulk",FALSE
"SYNE1",1.85186771204234,1.29796986451904,3.84971264267377,0.0730164706479386,0.163528523037747,0.0463272855381363,0.00614124872057318,"paired_patient_pseudobulk",FALSE
"DYNLT1",0.404219526966419,7.42632907465344,3.80261160384495,0.0730548696865397,0.163585094891622,0.850801479654747,0.53121801432958,"paired_patient_pseudobulk",FALSE
"ACE",-0.734149924636762,2.66454174389956,3.74132036515146,0.0731563456831708,0.163782863469785,0.0896600317068874,0.0726714431934493,"paired_patient_pseudobulk",FALSE
"NAP1L4",0.333471299620777,5.34753310753719,3.79724443707044,0.0732140442926288,0.163882569479185,0.491632904703188,0.228249744114637,"paired_patient_pseudobulk",FALSE
"ST13",0.303596357101963,7.73654939022667,3.79532973429658,0.0732909409463774,0.164025204886284,0.84886383653338,0.500511770726714,"paired_patient_pseudobulk",FALSE
"WIPI1",-0.655640319648519,4.38094524433852,3.7812520475447,0.0734314865704177,0.16431020988528,0.290998766954377,0.184237461617196,"paired_patient_pseudobulk",FALSE
"BAG5",-0.505816164865559,4.32667354765994,3.77930109233261,0.0735146335320405,0.1644667003547,0.255416593271094,0.171954964176049,"paired_patient_pseudobulk",FALSE
"RFNG",0.600760409758957,3.47251901235573,3.7476814833095,0.0735832004584424,0.164571353604731,0.18883212964594,0.0696008188331627,"paired_patient_pseudobulk",FALSE
"SGK2",-0.78913558694287,2.73171124119958,3.71694870289173,0.0735878494391597,0.164571353604731,0.0898361810815572,0.0696008188331627,"paired_patient_pseudobulk",FALSE
"KITLG",-0.634618602552573,2.76557572770326,3.74905915120814,0.073627354592745,0.164630130150804,0.0889554342082086,0.0644831115660184,"paired_patient_pseudobulk",FALSE
"THAP7-AS1",-0.665904396064303,1.66092219706482,3.70271756009324,0.0737016603207383,0.164746644796237,0.0473841817861547,0.0348004094165814,"paired_patient_pseudobulk",FALSE
"USF2",0.385030792073361,4.79207149866232,3.76708316089459,0.0737059286357463,0.164746644796237,0.368680641183724,0.172978505629478,"paired_patient_pseudobulk",FALSE
"ASB9",1.49353307364859,3.0693090627211,3.6691074904598,0.073721871618288,0.164752701785619,0.203276378368857,0.0286591606960082,"paired_patient_pseudobulk",FALSE
"GABARAPL1",-0.690125414755255,3.64735263031638,3.75483867438725,0.0737649717095988,0.164819436070442,0.154306852210675,0.112589559877175,"paired_patient_pseudobulk",FALSE
"HOXA11-AS",-1.01595386467191,3.95517035867534,3.78104758516418,0.0738123856125213,0.16487262646914,0.139158005989079,0.13510747185261,"paired_patient_pseudobulk",FALSE
"PTPRA",0.59122037473746,4.53073420497766,3.76336209715273,0.0738152626457015,0.16487262646914,0.379425753038577,0.13510747185261,"paired_patient_pseudobulk",FALSE
"GULP1",1.21541730360686,2.95886082116497,3.77215595602628,0.0738529034917059,0.164916873783034,0.143561740355822,0.0204708290685773,"paired_patient_pseudobulk",FALSE
"LINC00623",1.22052548469248,0.953659190105473,3.59760822951767,0.0738740272310266,0.164916873783034,0.0322353355645587,0.00818833162743091,"paired_patient_pseudobulk",FALSE
"ERGIC2",0.384708727513961,4.87870769771995,3.7761540811179,0.0738748116536529,0.164916873783034,0.429099876695438,0.169907881269191,"paired_patient_pseudobulk",FALSE
"C4orf36",-0.728223853235859,2.21734864478225,3.70959188348213,0.0739325097284308,0.165016089300639,0.0632376255064294,0.0532241555783009,"paired_patient_pseudobulk",FALSE
"PEX7",0.456285833205577,4.03358068905114,3.76247954983501,0.0740080160841242,0.165091354545603,0.287475779460983,0.105424769703173,"paired_patient_pseudobulk",FALSE
"MED26",-0.466695713987767,3.03940624418883,3.74891649347425,0.0740175597278048,0.165091354545603,0.118548529152722,0.0859774820880246,"paired_patient_pseudobulk",FALSE
"CHKB-AS1",0.855927520359186,1.31720712674959,3.62813472157051,0.0740248292514722,0.165091354545603,0.040866654923375,0.0122824974411464,"paired_patient_pseudobulk",FALSE
"PPP2CA",-0.360234537521065,6.15353651916453,3.77383536501832,0.0740272191796427,0.165091354545603,0.594680288884974,0.364380757420676,"paired_patient_pseudobulk",FALSE
"LZIC",0.489431306860075,4.17139899502264,3.76546731222868,0.0740325327251488,0.165091354545603,0.27673066760613,0.115660184237462,"paired_patient_pseudobulk",FALSE
"ADCY4",-1.77037269427735,0.261563485438241,3.65172482491185,0.0740760366212473,0.165102177068697,0.0118020081028712,0.0174002047082907,"paired_patient_pseudobulk",FALSE
"DCTN2",-0.363068960231817,6.0060023741348,3.77235232497846,0.0740854271757835,0.165102177068697,0.570019376431214,0.361310133060389,"paired_patient_pseudobulk",FALSE
"MRPS18C",0.35552593877097,6.06311230837434,3.77219833312224,0.0741021853747574,0.165102177068697,0.630086313193588,0.314227226202661,"paired_patient_pseudobulk",FALSE
"CEP89",0.450026218907141,3.2179521415083,3.71591521252405,0.0741225793303147,0.165102177068697,0.170336445305619,0.0634595701125896,"paired_patient_pseudobulk",FALSE
"DLG5",0.464726563270187,3.00118108656464,3.7075753061822,0.0741254003426547,0.165102177068697,0.131583582878281,0.0532241555783009,"paired_patient_pseudobulk",FALSE
"POLE4",0.331507323992978,6.07580733116036,3.77116150225011,0.0741294648825097,0.165102177068697,0.642240620045799,0.327533265097236,"paired_patient_pseudobulk",FALSE
"CROT",-0.456612272552069,2.85335773248723,3.74479042366503,0.0741404480236841,0.165102177068697,0.101285890435089,0.0747185261003071,"paired_patient_pseudobulk",FALSE
"ABCE1",0.42935508594998,5.02225744906474,3.77113980336165,0.0741434756619345,0.165102177068697,0.460278316011978,0.171954964176049,"paired_patient_pseudobulk",FALSE
"SRP72",0.38680238375284,6.27419153970309,3.76982919633904,0.0741671316775402,0.165125319990232,0.681521930597146,0.325486182190379,"paired_patient_pseudobulk",FALSE
"PUM3",0.493356550937306,4.79461393583849,3.76859762777901,0.0741950951178816,0.165158042949692,0.369913686806412,0.157625383828045,"paired_patient_pseudobulk",FALSE
"TAB3",0.588700738822077,2.77685019675597,3.73333064123135,0.0742512518415812,0.165243608116623,0.123304562268804,0.0440122824974411,"paired_patient_pseudobulk",FALSE
"STX7",0.469969378457139,4.64263694424268,3.73907547435965,0.0742600793102413,0.165243608116623,0.385943279901356,0.17093142272262,"paired_patient_pseudobulk",FALSE
"LDAH",0.540430467743099,2.57393311416307,3.69150968924659,0.0742774225169903,0.165252664463283,0.122247666020786,0.0440122824974411,"paired_patient_pseudobulk",FALSE
"RGS3",-0.515785498078287,2.75058765673863,3.7371940139407,0.0743454467079721,0.165350892239477,0.0940637660736304,0.0696008188331627,"paired_patient_pseudobulk",FALSE
"HOXA6",-1.08065994732504,1.41595501024336,3.63093783731093,0.0743481361250277,0.165350892239477,0.0313545886912101,0.0337768679631525,"paired_patient_pseudobulk",FALSE
"UPF3A",0.347107592895389,5.64614298233855,3.76292760587273,0.0744214745438112,0.165484436161895,0.542716223357407,0.242579324462641,"paired_patient_pseudobulk",FALSE
"NLRX1",-0.859358302794049,1.56378162283918,3.73213087989064,0.0744420395400313,0.165500605763105,0.0398097586753567,0.0337768679631525,"paired_patient_pseudobulk",FALSE
"SH3GL1",0.521710270793101,4.17024296442851,3.73946214743287,0.0745082007216074,0.165597067303579,0.304914567553285,0.11668372569089,"paired_patient_pseudobulk",FALSE
"GABBR1",1.31397552575959,1.7249131357341,3.58016112695814,0.0745120298019801,0.165597067303579,0.0722212436145852,0.0112589559877175,"paired_patient_pseudobulk",FALSE
"AKAP1",-0.436841128656199,5.86302380258961,3.75856315984244,0.0745586836630833,0.165655148332009,0.539721683988022,0.320368474923234,"paired_patient_pseudobulk",FALSE
"BPHL",0.595772138945629,4.13784986834036,3.75522937400566,0.0745647752010102,0.165655148332009,0.280605953848864,0.0880245649948823,"paired_patient_pseudobulk",FALSE
"SLC18B1",-0.538959328008351,2.87399070335549,3.74611654051914,0.0746110593538089,0.165703091429868,0.131759732252951,0.067553735926305,"paired_patient_pseudobulk",FALSE
"STT3B",0.402396256127207,5.80230991996554,3.75690480799778,0.0746255538346707,0.165703091429868,0.579002994539369,0.262026612077789,"paired_patient_pseudobulk",FALSE
"CCDC189",-0.530181862573175,1.79488911648563,3.68727776741286,0.0746262838270899,0.165703091429868,0.0535494098995949,0.0327533265097236,"paired_patient_pseudobulk",FALSE
"TMEM38B",0.566492831492544,4.30965788067282,3.75050861202318,0.0747235746070752,0.165865674213702,0.337854500616523,0.113613101330604,"paired_patient_pseudobulk",FALSE
"ADSL",0.443349639088715,5.08576030576333,3.75428228774403,0.0747261499329038,0.165865674213702,0.407785802360402,0.186284544524053,"paired_patient_pseudobulk",FALSE
"BUB1",0.806643374518355,2.11596435817692,3.63382081262814,0.0747876863280947,0.165971796886169,0.0766249779813282,0.0143295803480041,"paired_patient_pseudobulk",FALSE
"ERGIC1",-0.447924490461513,5.45922376856603,3.7515744388036,0.0748006226769713,0.165971796886169,0.422053901708649,0.290685772773797,"paired_patient_pseudobulk",FALSE
"ARRDC2",-0.563978941678976,3.25771503538673,3.73130736437806,0.074980671909179,0.166328101566757,0.135987317245024,0.0951893551688843,"paired_patient_pseudobulk",FALSE
"ZFC3H1",-0.357570586671376,4.19224978352484,3.74127480755815,0.0749879224172055,0.166328101566757,0.259820327637837,0.156601842374616,"paired_patient_pseudobulk",FALSE
"PRKRIR",-0.416411068771362,4.16373381651757,3.74273180125237,0.0750916050857542,0.166528408143506,0.247666020785626,0.141248720573183,"paired_patient_pseudobulk",FALSE
"GPR155",1.96079170608208,1.94625790191322,3.80826020474697,0.0751439677191994,0.166614852734467,0.0764488286066584,0.00921187308085977,"paired_patient_pseudobulk",FALSE
"ATP5O",-0.387152793365443,8.57837256862533,3.73518116748528,0.0753323806860499,0.166986846273907,0.898185661440902,0.609007164790174,"paired_patient_pseudobulk",FALSE
"RPS16",0.436581420362773,11.8560062612014,3.73498783696997,0.0753385634956254,0.166986846273907,0.994891668134578,0.892528147389969,"paired_patient_pseudobulk",FALSE
"AVEN",0.560789774797666,2.92951944411206,3.66881542936299,0.0754334875413232,0.16715046439474,0.139862603487758,0.0470829068577277,"paired_patient_pseudobulk",FALSE
"LCORL",-0.433828321907721,2.96263078643269,3.71281154647718,0.0754392336894816,0.16715046439474,0.125242205390171,0.0716479017400205,"paired_patient_pseudobulk",FALSE
"RP11-146F11.1",-0.826183239595394,1.07933714694061,3.64277797980223,0.0754894461219325,0.167231958045918,0.0288884974458341,0.0255885363357216,"paired_patient_pseudobulk",FALSE
