"dataset","contrast","case_condition","reference_condition","cell_class","feature","n_pairs","mean_paired_difference","bootstrap_CI_low","bootstrap_CI_high","median_paired_difference","paired_difference_sd","paired_Cohen_dz","Wilcoxon_p","paired_t_p_sensitivity","status","BH_FDR","score_type"
"GSE132465","Border_vs_Normal","Border","Normal","Smooth_muscle","ECM21_gene_equal",0,,,,,,,,,"insufficient_pairs",,"full_panel_gene_equal"
"GSE132465","Border_vs_Normal","Border","Normal","Smooth_muscle","ECM21_minus_M1_interstitial_pericellular_collagen",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","Smooth_muscle","ECM21_minus_M2_basement_membrane",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","Smooth_muscle","ECM21_minus_M3_matrix_organizing_glycoproteins",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","Smooth_muscle","ECM21_minus_M4_secreted_heparin_binding_factors",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","Smooth_muscle","ECM21_module_balanced",0,,,,,,,,,"insufficient_pairs",,"full_panel_module_balanced"
"GSE132465","Border_vs_Normal","Border","Normal","Myeloid","M1_interstitial_pericellular_collagen",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","Myeloid","M2_basement_membrane",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","Myeloid","M3_matrix_organizing_glycoproteins",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","Myeloid","M4_secreted_heparin_binding_factors",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","Myeloid","ECM19_structural_gene_equal",0,,,,,,,,,"insufficient_pairs",,"structural_core"
"GSE132465","Border_vs_Normal","Border","Normal","Myeloid","ECM21_gene_equal",0,,,,,,,,,"insufficient_pairs",,"full_panel_gene_equal"
"GSE132465","Border_vs_Normal","Border","Normal","Myeloid","ECM21_minus_M1_interstitial_pericellular_collagen",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","Myeloid","ECM21_minus_M2_basement_membrane",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","Myeloid","ECM21_minus_M3_matrix_organizing_glycoproteins",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","Myeloid","ECM21_minus_M4_secreted_heparin_binding_factors",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","Myeloid","ECM21_module_balanced",0,,,,,,,,,"insufficient_pairs",,"full_panel_module_balanced"
"GSE132465","Border_vs_Normal","Border","Normal","T_NK","M1_interstitial_pericellular_collagen",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","T_NK","M2_basement_membrane",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","T_NK","M3_matrix_organizing_glycoproteins",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","T_NK","M4_secreted_heparin_binding_factors",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","T_NK","ECM19_structural_gene_equal",0,,,,,,,,,"insufficient_pairs",,"structural_core"
"GSE132465","Border_vs_Normal","Border","Normal","T_NK","ECM21_gene_equal",0,,,,,,,,,"insufficient_pairs",,"full_panel_gene_equal"
"GSE132465","Border_vs_Normal","Border","Normal","T_NK","ECM21_minus_M1_interstitial_pericellular_collagen",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","T_NK","ECM21_minus_M2_basement_membrane",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","T_NK","ECM21_minus_M3_matrix_organizing_glycoproteins",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","T_NK","ECM21_minus_M4_secreted_heparin_binding_factors",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","T_NK","ECM21_module_balanced",0,,,,,,,,,"insufficient_pairs",,"full_panel_module_balanced"
"GSE132465","Border_vs_Normal","Border","Normal","B_Plasma","M1_interstitial_pericellular_collagen",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","B_Plasma","M2_basement_membrane",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","B_Plasma","M3_matrix_organizing_glycoproteins",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","B_Plasma","M4_secreted_heparin_binding_factors",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","B_Plasma","ECM19_structural_gene_equal",0,,,,,,,,,"insufficient_pairs",,"structural_core"
"GSE132465","Border_vs_Normal","Border","Normal","B_Plasma","ECM21_gene_equal",0,,,,,,,,,"insufficient_pairs",,"full_panel_gene_equal"
"GSE132465","Border_vs_Normal","Border","Normal","B_Plasma","ECM21_minus_M1_interstitial_pericellular_collagen",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","B_Plasma","ECM21_minus_M2_basement_membrane",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","B_Plasma","ECM21_minus_M3_matrix_organizing_glycoproteins",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","B_Plasma","ECM21_minus_M4_secreted_heparin_binding_factors",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","B_Plasma","ECM21_module_balanced",0,,,,,,,,,"insufficient_pairs",,"full_panel_module_balanced"
"GSE132465","Border_vs_Normal","Border","Normal","Mast","M1_interstitial_pericellular_collagen",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","Mast","M2_basement_membrane",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","Mast","M3_matrix_organizing_glycoproteins",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","Mast","M4_secreted_heparin_binding_factors",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE132465","Border_vs_Normal","Border","Normal","Mast","ECM19_structural_gene_equal",0,,,,,,,,,"insufficient_pairs",,"structural_core"
"GSE132465","Border_vs_Normal","Border","Normal","Mast","ECM21_gene_equal",0,,,,,,,,,"insufficient_pairs",,"full_panel_gene_equal"
"GSE132465","Border_vs_Normal","Border","Normal","Mast","ECM21_minus_M1_interstitial_pericellular_collagen",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","Mast","ECM21_minus_M2_basement_membrane",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","Mast","ECM21_minus_M3_matrix_organizing_glycoproteins",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","Mast","ECM21_minus_M4_secreted_heparin_binding_factors",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE132465","Border_vs_Normal","Border","Normal","Mast","ECM21_module_balanced",0,,,,,,,,,"insufficient_pairs",,"full_panel_module_balanced"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Epithelial","M1_interstitial_pericellular_collagen",6,0.51806104746141,-0.281656670629881,1.32511079623455,0.498055896004172,1.05961590999561,0.488913994754531,0.29450739368011,0.284748591283164,"estimated",0.404947666310151,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Epithelial","M2_basement_membrane",6,1.36178971528087,0.749438235396591,2.14062689540074,0.88990489491227,0.984072393542644,1.38383082811464,0.0360316862182336,0.019468094587594,"estimated",0.257104330147048,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Epithelial","M3_matrix_organizing_glycoproteins",6,0.100798388706965,-1.1286768005463,1.18609287335039,0.434953511031974,1.6218556875497,0.0621500355924091,1,0.884953252247824,"estimated",1,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Epithelial","M4_secreted_heparin_binding_factors",6,-0.220227919067654,-1.16607112959082,0.902428098909333,-0.675170279004276,1.40986208351511,-0.156205292448588,0.833935414088552,0.717724176242738,"estimated",0.917328955497407,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Epithelial","ECM19_structural_gene_equal",6,0.906155442982006,0.14110769313699,1.8444140198313,0.706321674498414,1.16827087966302,0.77563813217991,0.0934924836898357,0.115875549066839,"estimated",0.257104330147048,"structural_core"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Epithelial","ECM21_gene_equal",6,0.821124664924854,0.020301377403488,1.70524240436193,0.691849280061549,1.18058837177078,0.695521559045375,0.208412803684149,0.149168801898054,"estimated",0.382090140087606,"full_panel_gene_equal"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Epithelial","ECM21_minus_M1_interstitial_pericellular_collagen",6,0.96425013096777,0.0845718506117842,1.92465537634504,0.778622701693739,1.2719327329914,0.758098369479015,0.142213241936393,0.122449193906403,"estimated",0.312869132260064,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Epithelial","ECM21_minus_M2_basement_membrane",6,0.29451957819087,-0.648342781391301,1.25335808472566,0.34249187433263,1.29430142092458,0.227550996568079,0.674986713970489,0.601295418368484,"estimated",0.824983761519487,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Epithelial","ECM21_minus_M3_matrix_organizing_glycoproteins",6,0.947882152437866,0.294111228193334,1.76418941272474,0.655714135642985,1.02555511573609,0.924262516849258,0.0591720678258594,0.0729876766857684,"estimated",0.257104330147048,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Epithelial","ECM21_minus_M4_secreted_heparin_binding_factors",6,0.906155442982006,0.148066024824102,1.80148192646234,0.706321674498414,1.16827087966302,0.77563813217991,0.0934924836898357,0.115875549066839,"estimated",0.257104330147048,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Epithelial","ECM21_module_balanced",6,0.53161430550895,-0.357152811844705,1.43927264821492,0.455136583481162,1.24405385115218,0.427324191003945,0.29450739368011,0.343164847707958,"estimated",0.404947666310151,"full_panel_module_balanced"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Fibroblast","M1_interstitial_pericellular_collagen",5,1.26328944938911,0.569286358069568,2.14527480627093,0.905547476636967,1.01119881520355,1.24929878318223,0.0590582290905367,0.0491353483137984,"estimated",0.0721822799995449,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Fibroblast","M2_basement_membrane",5,0.0110744073218357,-0.458928656655561,0.481077471299233,0.116956399047038,0.590549653108073,0.0187527115858098,0.787406490666269,0.96856226167588,"estimated",0.787406490666269,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Fibroblast","M3_matrix_organizing_glycoproteins",5,1.14950252349259,0.385970388596859,1.91303465838833,1.27609069419719,0.969426679682847,1.18575499063907,0.0590582290905367,0.0568968535511322,"estimated",0.0721822799995449,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Fibroblast","M4_secreted_heparin_binding_factors",5,-0.851587226025984,-1.91343655718969,0.314116107334108,-1.06056422477825,1.37342278654972,-0.62004739863485,0.280712665268496,0.237875525098166,"estimated",0.308783931795345,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Fibroblast","ECM19_structural_gene_equal",5,1.40075301169363,0.708651907377161,2.28234176308268,1.24756839858367,1.04458688675134,1.34096361868945,0.0590582290905367,0.0400016597289326,"estimated",0.0721822799995449,"structural_core"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Fibroblast","ECM21_gene_equal",5,1.32448881781554,0.609961225735415,2.2189256148453,1.03412104109576,1.03929080420269,1.27441598872959,0.0590582290905367,0.0464107781899925,"estimated",0.0721822799995449,"full_panel_gene_equal"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Fibroblast","ECM21_minus_M1_interstitial_pericellular_collagen",5,0.721862775419952,0.282464527125886,1.26847269578865,0.605785865942555,0.631708874033779,1.14271431840192,0.0590582290905367,0.0629582650115142,"estimated",0.0721822799995449,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Fibroblast","ECM21_minus_M2_basement_membrane",5,1.27512517091758,0.511694545151555,2.03855579668361,1.31799663339794,0.995669416371983,1.28067122475638,0.0590582290905367,0.0457598113590429,"estimated",0.0721822799995449,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Fibroblast","ECM21_minus_M3_matrix_organizing_glycoproteins",5,1.08731158779502,0.381600104319955,1.99947711983158,0.623762810799108,1.06572517248005,1.02025514257557,0.0590582290905367,0.0846594922070416,"estimated",0.0721822799995449,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Fibroblast","ECM21_minus_M4_secreted_heparin_binding_factors",5,1.40075301169363,0.708651907377161,2.28216748344274,1.24756839858367,1.04458688675134,1.34096361868945,0.0590582290905367,0.0400016597289326,"estimated",0.0721822799995449,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Fibroblast","ECM21_module_balanced",5,1.21055106684477,0.428280103804992,2.0681866052446,0.864349437419224,1.04180821432083,1.16197112885499,0.0590582290905367,0.0601590655374316,"estimated",0.0721822799995449,"full_panel_module_balanced"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Smooth_muscle","M1_interstitial_pericellular_collagen",3,-0.153103567163843,-1.0920966439453,0.496967795645997,0.135818146807776,0.832999559361604,-0.183797896941481,1,0.780389811571053,"estimated",1,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Smooth_muscle","M2_basement_membrane",3,0.36745450010121,0.110039786330083,0.634696712897643,0.357627001075905,0.262466488244973,1.40000539710139,0.18144920772142,0.136174581519792,"estimated",0.665313761645208,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Smooth_muscle","M3_matrix_organizing_glycoproteins",3,1.08573722667667,0.184093063894082,1.62788185127954,1.44523676485639,0.786168845801311,1.38104840006732,0.18144920772142,0.139188840736771,"estimated",0.665313761645208,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Smooth_muscle","M4_secreted_heparin_binding_factors",3,-0.017524890047235,-1.59655671638702,0.777651555941237,0.766330490304079,1.36749339050588,-0.0128153380256939,1,0.98430641341114,"estimated",1,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Smooth_muscle","ECM19_structural_gene_equal",3,0.46718556316397,-0.204983194883239,1.06859703886744,0.537942845507709,0.639731660701276,0.730283635879205,0.422678074170635,0.333339980868494,"estimated",0.774909802646165,"structural_core"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Smooth_muscle","ECM21_gene_equal",3,0.423060140199488,-0.0432115359733845,1.11682202946127,0.195569927110574,0.612562907807999,0.690639499726437,0.422678074170635,0.354189763005495,"estimated",0.774909802646165,"full_panel_gene_equal"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Smooth_muscle","ECM21_minus_M1_interstitial_pericellular_collagen",3,0.722774059313829,0.211339995781951,1.37247338475642,0.584508797403114,0.592786343243723,1.21928257550404,0.18144920772142,0.169096828540283,"estimated",0.665313761645208,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Smooth_muscle","ECM21_minus_M2_basement_membrane",3,0.295694665923214,-0.329847222891774,1.03487439165002,0.182056829011395,0.689421090323532,0.4289028433761,0.789268026134281,0.534960301077009,"estimated",1,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Smooth_muscle","ECM21_minus_M3_matrix_organizing_glycoproteins",3,0.163075450205794,-0.207816103398244,0.802259834587939,-0.105217380572313,0.555921876174939,0.293342387113539,1,0.66188913561057,"estimated",1,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Smooth_muscle","ECM21_minus_M4_secreted_heparin_binding_factors",3,0.46718556316397,-0.204983194883239,1.06859703886744,0.537942845507709,0.639731660701276,0.730283635879205,0.422678074170635,0.333339980868494,"estimated",0.774909802646165,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Smooth_muscle","ECM21_module_balanced",3,0.311651886145638,-0.261818280691323,1.11694256950841,0.0798313696198274,0.718018756316707,0.434044213196253,0.789268026134281,0.530608295966056,"estimated",1,"full_panel_module_balanced"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Pericyte","M1_interstitial_pericellular_collagen",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Pericyte","M2_basement_membrane",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Pericyte","M3_matrix_organizing_glycoproteins",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Pericyte","M4_secreted_heparin_binding_factors",0,,,,,,,,,"insufficient_pairs",,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Pericyte","ECM19_structural_gene_equal",0,,,,,,,,,"insufficient_pairs",,"structural_core"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Pericyte","ECM21_gene_equal",0,,,,,,,,,"insufficient_pairs",,"full_panel_gene_equal"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Pericyte","ECM21_minus_M1_interstitial_pericellular_collagen",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Pericyte","ECM21_minus_M2_basement_membrane",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Pericyte","ECM21_minus_M3_matrix_organizing_glycoproteins",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Pericyte","ECM21_minus_M4_secreted_heparin_binding_factors",0,,,,,,,,,"insufficient_pairs",,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Pericyte","ECM21_module_balanced",0,,,,,,,,,"insufficient_pairs",,"full_panel_module_balanced"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Myeloid","M1_interstitial_pericellular_collagen",4,1.00442333554356,0.231783001032209,2.44650793256568,0.334979073032802,1.44015455653131,0.697441348213883,0.100348246462291,0.257387473697785,"estimated",0.713634069830446,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Myeloid","M2_basement_membrane",4,0.788654174944571,-0.323535421327336,1.89807166430124,0.791426281859809,1.35292240624988,0.5829263905316,0.361310428526179,0.327935442412657,"estimated",0.713634069830446,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Myeloid","M3_matrix_organizing_glycoproteins",4,0.509179031015441,-0.633081064866029,1.9021099516099,0.258508206302448,1.5156240277497,0.335953390611943,0.855132140584706,0.549758148958098,"estimated",0.940645354643177,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Myeloid","M4_secreted_heparin_binding_factors",4,0.190356335005516,-0.898031479990757,1.2569349729963,-0.131538981220442,1.35245730784885,0.140748498234142,1,0.796629429946866,"estimated",1,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Myeloid","ECM19_structural_gene_equal",4,0.849296943564107,-0.150790262324375,2.17056819356045,0.437169007992306,1.43687169779761,0.591073611419783,0.361310428526179,0.322311652129601,"estimated",0.713634069830446,"structural_core"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Myeloid","ECM21_gene_equal",4,0.798145377329972,-0.160968870340365,2.13508565299525,0.286716759572846,1.43455673419764,0.556370729928908,0.583882420770365,0.34695871648738,"estimated",0.713634069830446,"full_panel_gene_equal"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Myeloid","ECM21_minus_M1_interstitial_pericellular_collagen",4,0.673895264749413,-0.334710825863284,1.89521042853299,0.25278216154067,1.39098034154891,0.48447504585076,0.583882420770365,0.404041584984034,"estimated",0.713634069830446,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Myeloid","ECM21_minus_M2_basement_membrane",4,0.759582110484099,-0.26548136826889,2.34493045155525,0.199297248165938,1.56259246060761,0.486103785620939,0.583882420770365,0.402654716065804,"estimated",0.713634069830446,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Myeloid","ECM21_minus_M3_matrix_organizing_glycoproteins",4,0.845022150460459,-0.0637131029633145,2.04656841880888,0.424513893749395,1.37548769327933,0.614343664861021,0.361310428526179,0.306782716407601,"estimated",0.713634069830446,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Myeloid","ECM21_minus_M4_secreted_heparin_binding_factors",4,0.849296943564107,-0.150790262324375,2.17056819356045,0.437169007992306,1.43687169779761,0.591073611419783,0.361310428526179,0.322311652129601,"estimated",0.713634069830446,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","Myeloid","ECM21_module_balanced",4,0.704949101409497,-0.18897721917122,2.16248616579212,0.141338357607597,1.46915207812556,0.479833988533655,0.583882420770365,0.40801787802084,"estimated",0.713634069830446,"full_panel_module_balanced"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","T_NK","M1_interstitial_pericellular_collagen",4,0.971601429920359,0.285982434266544,1.95374459873816,0.615057211632118,1.03908610526026,0.93505381796728,0.100348246462291,0.158236626188181,"estimated",0.122647856787244,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","T_NK","M2_basement_membrane",4,1.40067264639163,1.15794474359486,1.69785625051567,1.33467514941384,0.334006616881476,4.19354759935388,0.100348246462291,0.0035550425538482,"estimated",0.122647856787244,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","T_NK","M3_matrix_organizing_glycoproteins",4,0.706996630909659,0.0790598092471975,1.53014666231311,0.464068252335396,0.897138900905601,0.7880570446739,0.201242620957724,0.213087579333049,"estimated",0.221366883053496,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","T_NK","M4_secreted_heparin_binding_factors",4,0.72118519693612,-0.319482571283565,2.54998779168763,-0.0661230909587266,1.82323084628936,0.395553420129917,1,0.486656951342852,"estimated",1,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","T_NK","ECM19_structural_gene_equal",4,1.12765748622291,0.621076103012118,1.77832978669796,0.876142020228993,0.721984435960881,1.56188614332402,0.100348246462291,0.0523179173284001,"estimated",0.122647856787244,"structural_core"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","T_NK","ECM21_gene_equal",4,1.10532968947139,0.577120702468458,1.94116684334091,0.78877314606416,0.856471295981739,1.29056244459938,0.100348246462291,0.0817000447075969,"estimated",0.122647856787244,"full_panel_gene_equal"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","T_NK","ECM21_minus_M1_interstitial_pericellular_collagen",4,1.14031303488357,0.609995905825463,1.91740956260763,0.893533636217628,0.771493131215062,1.47805986695907,0.100348246462291,0.059729921561632,"estimated",0.122647856787244,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","T_NK","ECM21_minus_M2_basement_membrane",4,0.880312767356981,0.133050250273884,1.98764293341217,0.420322844082733,1.16830912806659,0.753493014998343,0.100348246462291,0.228913655927147,"estimated",0.122647856787244,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","T_NK","ECM21_minus_M3_matrix_organizing_glycoproteins",4,1.20076302926303,0.716465313636098,2.01593372227369,0.869890051879297,0.823022670087511,1.45896713772824,0.100348246462291,0.0615991017655887,"estimated",0.122647856787244,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","T_NK","ECM21_minus_M4_secreted_heparin_binding_factors",4,1.12765748622291,0.661292922769687,1.81854660645553,0.876142020228993,0.721984435960881,1.56188614332402,0.100348246462291,0.0523179173284001,"estimated",0.122647856787244,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","T_NK","ECM21_module_balanced",4,1.0022151976423,0.32883770544139,2.11172084414806,0.556264501511287,1.1282050659119,0.888327156049626,0.100348246462291,0.173700547652372,"estimated",0.122647856787244,"full_panel_module_balanced"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","B_Plasma","M1_interstitial_pericellular_collagen",3,0.503423949279077,-1.48718584313455,3.22984955537921,-0.23239186440743,2.44308706792479,0.206060584531969,1,0.755300701988471,"estimated",1,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","B_Plasma","M2_basement_membrane",3,0.776431190524378,-0.761235914810865,3.2479957249712,-0.157466238587201,2.16162158839916,0.359189228443718,1,0.597326444406237,"estimated",1,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","B_Plasma","M3_matrix_organizing_glycoproteins",3,0.411999966161428,-1.08342014418067,3.05941573158646,-0.73999568892151,2.2991504442692,0.179196610290713,1,0.785631904298245,"estimated",1,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","B_Plasma","M4_secreted_heparin_binding_factors",3,-0.322531226540861,-2.26826285988563,1.73660396879524,-0.435934788532187,2.00484035643024,-0.160876264040869,0.789268026134281,0.806684319289934,"estimated",1,"module"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","B_Plasma","ECM19_structural_gene_equal",3,0.621005397753336,-1.05243580661537,3.3653720363775,-0.44992003650212,2.39570814138613,0.259215798045429,1,0.697409696477454,"estimated",1,"structural_core"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","B_Plasma","ECM21_gene_equal",3,0.518859340346923,-1.23567349486649,3.25293559209547,-0.460684076188214,2.39927736257136,0.216256506413602,1,0.743969077810507,"estimated",1,"full_panel_gene_equal"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","B_Plasma","ECM21_minus_M1_interstitial_pericellular_collagen",3,0.515763863061137,-1.09676652893579,3.19990743907062,-0.555849320951422,2.34021749180459,0.220391422962753,1,0.739403198294661,"estimated",1,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","B_Plasma","ECM21_minus_M2_basement_membrane",3,0.343920320580816,-1.46181569504288,3.11321865567969,-0.619641998894367,2.43496901113899,0.141242175570827,1,0.829545907530212,"estimated",1,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","B_Plasma","ECM21_minus_M3_matrix_organizing_glycoproteins",3,0.53166983089689,-1.34351879252921,3.18048576705052,-0.241957481830644,2.35913728469181,0.225366210922458,1,0.733933015985026,"estimated",1,"leave_one_module_out"
"GSE144735","Tumor_vs_Normal","Tumor","Normal","B_Plasma","ECM21_minus_M4_secreted_heparin_binding_factors",3,0.621005397753336,-1.05243580661537,3.3653720363775,-0.44992003650212,2.39570814138613,0.259215798045429,1,0.697409696477454,"estimated",1,"leave_one_module_out"
