"analysis","k","pooled_HR","CI_low","CI_high","p","Q","expected_HR","expected_p","expected_Q","HR_abs_delta","p_abs_delta","Q_abs_delta","meta_HR_gate","meta_p_gate","meta_Q_gate"
"Extended sensitivity: GSE17536 + GSE17537 + GSE33113 + GSE38832",4,1.47147029800585,1.18143178987694,1.83271252429982,0.000563640935471153,0.191721429573003,1.47147029800585,0.000563640935471156,0.191721429573002,3.77475828372553e-15,2.49366499671666e-18,7.21644966006352e-16,TRUE,TRUE,TRUE
