"n_pairs","comparison","mean_difference","ci_low","ci_high","p_value","sign_concordance","expected_direction","patients_with_decrease","patient_level_inference_note","pseudobulk_scope","sign_concordance_definition"
3,"TGFb_blockade minus Control",-0.0796898089936758,-0.27868259234159,0.119302974354238,0.227018225143375,0.666666666666667,"negative",2,"n=3 independent patients; libraries and cells are not treated as independent biological replicates","all deposited cells; interpretation is a whole-sample perturbation response rather than a fibroblast-specific estimate","Fraction of paired-patient deltas below zero, matching the prespecified negative direction."
