iteration,wald_z,HR_per_SD,mean_matching_distance,maximum_matching_distance,n_genes,unique_genes,genes,warning
1,-3.07069398385202,0.760279350993685,0.276637153892257,1.19105120119854,21,21,"PRRX1;PRKACB;RASSF3;SRD5A1;LOC389831;SERPINB6;RGS2;MYC;PI3;PARP9;CREBZF;RCAN1;CEP44;COMT;PTCH1;CHI3L1;FBXO21;POF1B;IPO9;TNFRSF9;CTSV",""
2,-2.82509706768039,0.719810791033344,0.271133160503718,1.18088650294691,21,21,"CLIC5;RARRES1;MARCHF6;KITLG;CDC25A;SH3BGRL;IGFBP5;CHCHD10;TMT1A;AIF1;KDM1B;MUC3B;SEPTIN6;TRAPPC4;TSPAN12;ANTXR1;SECISBP2;MUC5B;IL11RA;LYVE1;TP53RK",""
3,-0.672364372662715,0.936284263903355,0.246670515264636,1.03896764541156,21,21,"LINC02086;NR3C2;TPX2;FITM2;NPC1L1;SCNN1A;GBP3;NME7;PAPSS2;TACC1;AIMP1;MUC3B;LMO2;TMEM165;MELTF;MUC12;TMEM243;PI3;OR7E47P;ESM1;GJB3",""
4,-1.259962357539,0.864233879786651,0.319266471813297,1.18007293348179,21,21,"IQGAP2;MRC1;C8ORF33;EPHX1;MN1;AURKA;AREG;ATP8B1;RRM2;TCEAL3;TNFAIP2;ANTXR2;GTF2H3;RHPN2;C1QC;MXRA5;PCM1;DNAJC12;SPPL2B;MTHFD2;LPAR6",""
5,-0.860101631072677,0.917852476143087,0.304240431861006,1.20834318010665,21,21,"PTGIS;MATN2;FAM13A;KRCC1;ACER2;KLF5;GOLM1;PPIB;SPP1;ZFTA;ADGRA2;KRAS;RRM2B;PNPT1;LAMA3;HMGCS2;PON2;CEMIP;PAX8;NEIL3;ARHGAP32",""
6,-1.35988208569748,0.878687701085119,0.29486694505044,1.24748582644795,21,21,"IGKV4-1;PBLD;PDGFRA;CTNNA1;TMEFF2;ATP8B1;ANKRD22;TOX3;SLC26A2;SCOC;CDV3;CRYBG1;CDC25C;UQCC2;S100A9;CA2;ASAH1;GBP1;GLB1L;COL13A1;SRD5A3",""
7,-1.53671577853035,0.861968802282771,0.278544907488848,1.23710828245465,21,21,"MATN2;SLC2A10;TUBB2A;TMEM263;RASGRP1;HILPDA;LOXL2;SNHG5;LGALS4;WFS1;MSANTD4;ACSL3;KAT14;CHMP2B;CCL2;IGLJ3;XIAP;PPP1R14D;RPLP2;LYPD6;TRIP13",""
8,-2.6891707430041,0.776769768139828,0.238665420161672,0.777058444884002,21,21,"C2CD4A;CHN2;EDIL3;VWF;SPART;ZNF91;EPHB3;TDP2;CKB;STEAP2;C2ORF72;JUN;CELSR1;EXOC1;NQO1;DMBT1;ACOT7;EPDR1;EHBP1;RBL1;KHDRBS3",""
9,-1.27944090066434,0.88207361254934,0.279889451139684,1.15372758641338,21,21,"IL1B;IGK;HES1;SLC44A3;SST;ADM;NUPR1;ID1;C19ORF33;GCHFR;PAWR;GATA6;RABGGTB;SHLD2;SULF2;TESC;PHF14;C2CD4A;IFT140;CNOT7;FAM107B",""
10,-0.923427363824661,0.900145314069379,0.301002049567663,0.838644785184141,21,21,"PLCB1;CCL5;NREP;CLK1;CSAG3;SCNN1A;H2BC5;TMT1A;EIF5A;IL22RA1;PRPF6;RELL1;BCKDHB;SMS;CLEC2B;TCEA3;ROCK1;LGR5;RXRB;SLC9B2;RFTN1",""
11,-1.06261930227399,0.898164283159048,0.277119645965801,1.0694615550009,21,21,"MAFB;DDX60;C11ORF96;TCEAL8;HOXD11;SCNN1A;FXYD3;CDK1;TIMP2;SCARB2;MOSPD1;FCGRT;BTNL3;PGD;NAMPT;ADIRF;DHX36;ZG16B;ZBTB42;ZNF503-AS1;SGMS2",""
12,-1.35288636219231,0.872956403695835,0.233301108976579,0.995234757042197,21,21,"QPRT;APOC1;PDGFRA;MKI67;INO80D;PLBD1;CFB;NCOA7;RNF43;ECM1;LIF;NOL4L;PHF20L1;C1GALT1C1;DEPP1;PCCA;SEC61A1;GSPT2;C12ORF76;LINC00467;CYP2S1",""
13,-0.48425943150756,0.943656637261819,0.27011342362371,0.817140287009523,21,21,"RARRES1;RNF186;CDC42EP5;TGM2;SST;TMEM97;NPNT;IGFBP7;S100A4;DCAF13;C3ORF52;BNIP3L;TTC3;JUNB;EFNB2;TPM2;PCCB;CCL2;NKX3-2;ADSS1;KIZ",""
14,-1.83414617816404,0.842329645008421,0.272447186354213,1.19373267294152,21,21,"NT5E;PLAAT4;FUT4;CENPN;NFIA;NEBL;FXYD3;PCLAF;CEMIP;VEGFA;GATC;NKTR;PHYKPL;BIRC2;MAP3K20;GBP3;TOMM34;GCNT3;SIX2;ZNF573;FITM2",""
15,-1.71324641444303,0.811880066937437,0.277041959218459,1.05991937973286,21,21,"MMP7;IGLV3-25;CCN2;IRF1;OLFM1;ASPH;PALLD;RPL22L1;GMDS;AP1S2;PTBP3;PRSS8;CDKN2C;PGD;PHLDA1;IGLV2-14;ZBTB33;IFI6;CAMK1;ANKEF1;FMOD",""
16,-2.45705040039689,0.803933783146392,0.279373210899354,0.8926125280206,21,21,"EMB;PROX1;KLF5;JPH1;STMN2;NRARP;MYLK;TSPAN6;AOC1;BAG1;GTF2H3;LAMP1;ITGA11;TIMM17A;ZCCHC24;IGLV3-25;PLSCR1;SLC6A8;SNED1;NEIL3;SRD5A3",""
17,-2.6751282871187,0.786760837788546,0.292281547934684,1.03896764541156,21,21,"CLU;IL1B;ID3;MECOM;MN1;MGAT5;HLA-DMA;MXRA7;PAPSS2;KIF20A;KLHL23;SHROOM3;HDAC4;NDUFA5;STAT1;TESC;ACVR1B;TRIM31;LAT;RNASEH2B;IRF1",""
18,-1.36707461301541,0.870456378232708,0.282036236972703,1.11864567645154,21,21,"MRC1;TRIM31;GJA1;MYO5B;P2RY1;GMDS;TSPAN12;TMED2;NNMT;TGM2;ARFIP1;RCAN1;ELMOD2;ATP5MJ;ANG;TNFRSF11A;GET1;MYL9;CELF3;MIGA1;SLC35A3",""
19,-2.4288511889609,0.783483008319216,0.277785888090783,0.678280458944841,21,21,"KCTD12;IL1R2;CHMP4C;PRRG4;B4GALT1;PCLAF;ASCL2;CTSS;S100P;FZD6;PTPRM;CEBPA;ITGA11;C2CD5;SMPDL3A;PHLDA1;GLG1;SAMD12;HHAT;RAD18;DEPTOR",""
20,-1.68862341433132,0.846656610148875,0.264766481604013,1.25368425484399,21,21,"QPCT;CCL28;DPYSL2;RPS11;PCDH19;SNHG29;ANTXR1;ISG15;PCLAF;STK38L;SP110;ABCC3;RIF1;ABCE1;NAMPT;DDC;SEC23A;LGR5;CILK1;PDE7A;THAP9-AS1",""
21,-1.62409907576383,0.865393268308914,0.303249501623452,1.19735217809345,21,21,"DUOXA2;GALNT6;P4HA1;BBIP1;H3C10;HOXB7;SERPINE2;ETHE1;IGKV4-1;ETV4;SLC15A3;STOM;PGM2;DCUN1D5;ZG16B;DCN;RHPN2;WFDC2;TERF2;EEF1D;CLDN15",""
22,-1.64639367716923,0.853471233965789,0.278708148257095,0.998646174111278,21,21,"CXCL2;HOXA5;SLCO4A1;KITLG;SOX6;RNASE4;CTSK;PRDX5;LGALS1;VWA5A;SP140L;ZC3HAV1L;KRT10-AS1;POLR2K;EPHB3;XDH;DNMT1;CYP3A5;SENP2;LINC01355;TTC22",""
23,-0.658001026214127,0.936244235756875,0.295301458717714,0.938139259257771,21,21,"HPGD;AMIGO2;PKP2;GJB3;B4GALT1;BIK;GGH;SLC6A6;PROM1;SCARB2;CEP44;TM9SF3;LMLN;PCNP;F3;ALOX5;FAM171A1;SRSF6;RNF38;ZNF43;THY1",""
24,-2.61113863272638,0.782156664592685,0.267276255703842,0.89250298409362,21,21,"PHLDA1;PRAP1;HK2;C1ORF21;IL1A;MGST1;MGP;TMEM97;IGKV1OR2-108;BAG1;ZBTB41;EIF5;RAB4A;VAMP7;HOXB9;SPP1;FZD5;IGKV4-1;DENND1C;LINS1;HEG1",""
25,-1.15666887156632,0.880405852043033,0.254518353859151,1.16336693237587,21,21,"IL1B;IGLV3-25;COTL1;BCL6;CHGB;CDC42;GBP1;GDF15;ISG15;RGCC;ITPRID2;SLC39A4;RP2;PSMF1;EGFR;APCDD1;SMCO4;CXCL8;MADCAM1;SPAST;NIPAL2",""
26,-0.810740061776503,0.917091706742743,0.243616162254229,1.02660103626427,21,21,"DPEP1;APOLD1;HILPDA;TGM2;ROBO2;ATP8B1;GNE;CDC42;GPNMB;RSBN1;PRRG1;BKGD;GALNT18;COMT;CDK6;ADAMDEC1;ATP6V1B2;GSTM3;EME2;RBL1;LCP1",""
27,-2.33462864635975,0.802805617373261,0.275541973105137,1.23244770981705,21,21,"IGKV4-1;RNF186;ARHGDIB;SRD5A3;SATB1;ITGA6;IGLV@;ATP8B1;PARM1;GPC4;MBOAT1;HK2;CSTF3;VPS4B;ELOVL7;DMBT1;EIF5;PRAP1;PRUNE1;NDUFS1;TCFL5",""
28,-1.08230571895223,0.885379330184494,0.272883116417244,0.997443742495656,21,21,"LOC105379173;IFIT3;LPP;EEA1;EPHA3;EDIL3;PDGFRA;NCOA7;SLC12A2;SLC46A3;PRP4K;CTSB;C1ORF210;EIF2AK2;NQO1;AQP3;ROCK1;PPP1R14D;AP4S1;TGIF2;TMX1",""
29,-0.40448541883803,0.956023712448974,0.267752088154897,0.866587271106399,21,21,"FAP;PBLD;GJA1;EMP1;TNNC1;UCP2;TPM2;GDF15;CLDN3;CEP55;YTHDC2;NEURL1B;GGT7;TEAD1;BMP4;LAPTM4B;TNFRSF10B;VSIG2;PPCDC;ARHGAP42;HNRNPD",""
30,-2.54420248222933,0.774855962526549,0.279985582561982,1.26100477328406,21,21,"TRIM31;RBP1;LAPTM5;TP53INP1;SLC13A2;RASSF3;CARMIL1;SH3BGRL;APCDD1;MXRA8;SRGAP1;C12ORF75;LRIG2;THAP12;AGT;ADAMDEC1;PNPT1;AQP3;ADRA2C;TUBBP5;SLC35A3",""
31,-1.23140135366038,0.870661669367178,0.275821240061252,1.24413330870604,21,21,"ASPN;FGFR3;SLC39A4;EBLN3P;CPLX1;TXNIP;CKB;C11ORF96;POSTN;SNAP23;ATL3;S100A13;MARS2;TTC19;TUBB6;CXCL3;KLF10;INHBA;BTK;RPAP3;F2RL1",""
32,-1.33673949060381,0.865967726415813,0.264896404253601,1.15014637195669,21,21,"GALNT6;RBM6;ANXA3;ZNF503;SETBP1;SLC40A1;GJA1;PPP1CB;MYC;TMEM139;LRRC75A;IRF9;PHYKPL;TSTD1;AKR1C1;DMBT1;TMEM141;KCTD12;LAT;ZNF329;DNAJC15",""
33,-2.42258357555754,0.77908534635722,0.235472937384529,0.808347440338627,21,21,"MATN2;SORBS2;ZMYND8;SLC22A23;HOXD11;SLC12A2;AKR1C3;IL32;GPA33;MSH2;SRGAP1;NKTR;LENG8;TSTD1;MUC20;CXCL1;PHYH;ELAPOR1;GGACT;HYMAI;HLA-DMB",""
34,-0.741671045649199,0.923829487644043,0.251716789751441,1.04257350129231,21,21,"ADAMTS2;GSTM3;HOXB7;LTBP1;H3C10;PLBD1;SPAG1;MGST1;SRGN;CORO1A;ITPRID2;FEN1;TRAPPC6B;SHLD2;PDGFC;TRIM29;REEP5;MYL9;ZBTB42;LYPD6;GJB3",""
35,-0.218556163990657,0.976789447735611,0.287754672755602,1.19373267294152,21,21,"LOC105379173;RASSF6;ANXA3;CCDC14;CCN3;EPPK1;CRIP1;TOX3;CEMIP;NAT1;KLHL23;CPNE1;LARP1B;P4HA2;G0S2;SMOC2;ABHD14B;SRGN;HSPA12B;LYVE1;PCOLCE",""
36,-1.8918493962188,0.827747829141165,0.282981553930095,1.08868006197812,21,21,"PM20D2;FABP6;HNRNPDL;TBC1D4;WSB1;MT1HL1;SPAG1;PRDX5;IGFBP2;SLC18B1;PPP1R3B;CPNE3;GALK2;ELF1;HSD11B2;MYH11;KLF6;GSPT2;TRIM10;PLAAT2;MYO5B",""
37,-1.98855265310284,0.822714771550535,0.219177557707365,0.676459700602369,21,21,"TMEM200A;CD74;TRIB3;GAS6;SETBP1;CLRN3;TMT1A;TGFBI;ID1;WDR54;CASD1;DYNC1LI2;YOD1;TMEM14A;MAFB;CXCL3;HAT1;TRIM31;FOXP1-IT1;HSPA12A;THY1",""
38,-1.73242501983926,0.864349621637082,0.2732590343239,1.18438086536598,21,21,"IL1B;MATN2;TMEM54;LZTS3;FOXC1;TXNIP;ARSL;ITGA6;PDZK1IP1;PCDH18;GLCCI1;RNASEH2A;APOBR;TCF7;CLEC2B;DPEP1;CASP6;GALNT6;EPM2A;LINS1;MECOM",""
39,-1.75334457177126,0.846909288089847,0.298996412844384,1.24419901540799,21,21,"CLU;EPDR1;NEDD9;SLC39A10;PDZK1;HOXB7;CXCL1;DDIT4;TMEM45B;TTC22;PITX1;TRAF5;NSD3;CTBP1;STAT1;GALC;TATDN1;TMEM64;PIK3CB;COL13A1;TMX1",""
40,-0.847335675223798,0.919660599577774,0.295909818897447,1.21880184795648,21,21,"IL1RN;GSPT2;COTL1;CYP2S1;MAPKAPK5;PLIN2;CARMIL1;MT1E;FSTL1;DYRK2;KNL1;CPNE1;NUP50;DNTTIP2;EGFR;LYPD8;PSMF1;GPX3;MAPK8IP2;CNOT7;SOD2",""
41,-2.15005587728317,0.813425030062063,0.284270358211361,1.24839609006559,21,21,"COL5A2;ARSL;SLC6A6;GPC4;SELE;GDF15;HILPDA;IRS2;MEP1A;KRCC1;PIK3R3;SLC5A6;PIK3CA;UQCC2;TMPRSS2;GREM1;FZD5;PM20D2;FBXO2;MAP3K8;BLVRA",""
42,-0.757427397126613,0.920615753420836,0.261398417398992,0.888513486241506,21,21,"TESC;ENPP3;UBE2L6;LMO4;TMEM144;TMEM176B;FOS;TXNIP;FABP1;ZNF544;KRT10-AS1;GMNN;RAB4A;SMIM19;MMP9;CLIC5;PCCB;C1QB;C8ORF58;SMPDL3B;SLC35A3",""
43,-1.63534741711047,0.843582405724853,0.282519682367351,1.08868006197812,21,21,"POF1B;HOXB6;LRATD2;CES3;IGH;COL15A1;PTGER4;MXRA7;IGFBP2;RPP25;PLEC;ZNF292;OPLAH;EXOC1;BGN;ADAMDEC1;CD47;CA2;C1QTNF6;ZFHX3;LSP1P5",""
44,-2.75560251663125,0.779986841519583,0.272504109441946,0.8926125280206,21,21,"PCCA;GPSM2;UBE2S;LATS2;PYY;HK2;PARM1;PRDX5;AOC1;E2F5;LINC03040;ANXA6;FAM210A;ACVR1B;RBMS1;ADAMTS2;PAICS;AK4;S1PR1;DMXL1;NFKBIZ",""
45,-1.55076150784643,0.854634757839909,0.243567968456921,0.786818291394856,21,21,"CEMIP;APOLD1;BTN3A2;BCL2L14;MET;AOC1;SERPINF1;TPX2;SPINK1;SPIN4;SRGAP1;MARCHF6;GFM2;RUVBL1;RGS5;MAFB;CDKN1A;MEP1A;TNFSF12;TUBBP5;PCDH18",""
46,-0.516776704017745,0.940422149803721,0.297320832251074,1.25789481175192,21,21,"TNS1;HOXB6;TM4SF1;FGD4;SATB1;UCP2;ALCAM;MT2A;PALLD;EPHA2;INSIG1;ANTXR2;MARS2;MRPS23;KCTD12;NT5E;FAM8A1;RHOBTB3;SIX2;MAP3K8;IRF1",""
47,-2.96091815190417,0.759794205336007,0.300666472781669,1.00783932924561,21,21,"NEAT1;COL12A1;GUSBP11;ENOSF1;ABTB3;CD55;MRPS21;LGALS4;PLA2G2A;RAD51AP1;LIF;NOTCH2NLA;TMTC3;INTS13;KHDRBS3;ASCL2;ACVR1B;CDH11;GGACT;HYMAI;CBFA2T2",""
48,-1.86600138056695,0.855454786929888,0.268883136786992,1.25275132689085,21,21,"CXCL10;SMOC2;PRR15L;DGKH;CHST4;CCN2;MRPS21;SERPINB1;TUBA1A;SINHCAF;PITX1;ELF3;WDR35;TRAPPC4;HSD11B2;CEMIP;STARD10;CA12;NEURL3;ZFHX3;MECOM",""
49,-1.10723583821318,0.885331403102348,0.300407294314504,1.11864567645154,21,21,"SORBS1;RGS5;CDC42EP5;TMEM30A;SYNGR3;TPM2;PSMB9;PRSS3;NNMT;SNAP23;PTBP3;CRYBG1;NUFIP1;MCM3;LACTB2;POSTN;MZT1;IFIT3;TYW5;MIGA1;CHURC1",""
50,-0.296007145873681,0.964566354685995,0.286621737595507,0.881586464288675,21,21,"KCTD12;PRKACB;IGFBP4;GJB3;DTNA;RAP2A;ELOVL5;C19ORF33;ASCL2;DCAF13;ATP13A3;XIAP;DNAJC22;SCAND1;HLA-DMA;AKR1C3;CAMKK2;GALNT6;PUS10;STAT2;PRPS2",""
51,-1.47355191744028,0.865190562290125,0.220597667593197,0.77663615074075,21,21,"ALDH1A1;ARSL;PSMG1;N4BP2L2;CPNE8;MGST1;GUCY2C;MUC13;SNHG5;RNF19B;SPTBN1;CTSL;PHOSPHO2;DNTTIP2;DDX60;PDCD6P1;PCCB;GCNT3;MICOS10;SORT1;C1ORF21",""
52,-1.47249607948392,0.8562665534746,0.309850002698986,1.24049471881103,21,21,"CXCL8;TRIM31;H2BC12;TWF1;ISL1;GPR160;AUTS2;TRAM1;DMBT1;DGKH;LRIG3;SLC5A6;ZNG1B;ATP5MJ;CD53;COL8A1;AHR;APOLD1;DAAM2;TMEM61;BCL6",""
53,-0.469210220485093,0.957661393212886,0.262942268179017,0.750076210473839,21,21,"MEP1A;GPSM2;H2BC12;VWF;SPRED1;SNHG29;RAB31;TMEM54;HLA-DRA;PLEKHH1;CD300A;CDKN1A;FADS2;C2CD5;HOXA10;TACSTD2;DENND4C;GALC;SAXO5;CDX2;STEAP2",""
54,-1.73415339353343,0.826431291672548,0.277363104637432,0.899529810889698,21,21,"AMIGO2;C1QB;UBE2L6;IAH1;CDKN2A;GSN;INHBA;PRXL2A;DUSP1;TMEM139;PTBP3;MZT1;PHYKPL;WASHC3;HOXA10;CXCL3;NT5C3B;ALOX5;COX4I1;CDC40;TUBB6",""
55,-1.64793090488701,0.837432670824211,0.27346865048846,0.777058444884002,21,21,"SPAG1;IQGAP2;TIMP2;DKFZP586I1420;KANK4;KCNQ1;RTL8C;TXNIP;CKB;RHOF;AOAH;TMEM263;SRGAP1;GNA11;TOP2A;AQP3;ASAH1;CEMIP;LYSMD1;TMEM200B;CD93",""
56,-0.945874045335728,0.897397558483057,0.297537389166597,0.696324473346488,21,21,"TESC;ENPP2;CD53;KIF4A;PPP1R3C;TUBA1A;MUC1;SCNN1A;TSPAN1;FITM2;CRIP2;TUSC1;PHF20L1;PLIN3;MTSS1;QPCT;ACAT1;GPX3;ZNF696;LINC00467;PROCR",""
57,-0.922403620108506,0.912449427820871,0.245275573849671,0.77663615074075,21,21,"RNF186;PLAAT4;PKP2;ELK3;SPART;H2BC12;ANXA1;PKM;SNHG5;TRPM4;C2ORF72;MZT1;PHYKPL;RNF135;SLC44A4;MUC12;SNRNP25;GPNMB;CCNJL;MIR4458HG;EGFR",""
58,-2.16129306353386,0.810082301660322,0.26824953771318,1.22448000073547,21,21,"HOXB6;FCER1G;PRSS8;TNFAIP3;PDZK1;SORL1;MUC1;VIM;IGFBP7;C2;GLCCI1;SLC5A6;GFM2;ACVR1B;ELOVL7;TMEM200A;CHCHD7;MEP1A;DAGLB;CCDC146;MPZL2",""
59,-0.596123910946038,0.931263474275901,0.244849476025187,1.16336693237587,21,21,"GOLGA8A;IL1B;ANTXR2;KLF2;SOX7;DDIT4;TMT1A;TUG1;ISG15;VPS35;USP9X;GLUL;TEAD4;CFAP97;STAT1;DMBT1;CHMP5;DACH1;SUPT7L;MIGA1;ANGPTL2",""
60,-1.29394538103907,0.86996379605444,0.252707986454667,1.14242639443513,21,21,"IGLV3-10;PRKACB;ASPH;AP1S2;CACNB2;SLPI;NEBL;FSTL1;CTSK;CEP55;PARD6B;SLC9D1;DENND2A;RPA3;WWTR1;IGKV1D-13;BBLN;AQP3;SH2D3C;TUBGCP3;TYMS",""
61,0.392710728083931,1.04845489945925,0.26694865572612,0.88038460592343,21,21,"IGLJ3;ALDH1A1;SPARC;ELK3;MAPKAPK5;SNHG29;INHBA;TOX3;MAOA;GJB3;ATP2B4;CDCA3;RECQL;NXT1;SULF2;SLC3A1;XIAP;NOX1;C8ORF58;SERPINA6;RBPMS",""
62,-0.862844964306951,0.918498305956831,0.235478851366739,1.00657828624097,21,21,"IL1RN;IL1R2;C1ORF21;GADD45B;NHLRC3;TM4SF1;PLIN2;SH3YL1;ANXA1;GPC4;PTBP3;PTP4A1;CCR5;PNP;PTGDS;ADAMDEC1;LRP11;SYT13;DDX51;ZFYVE16;SULF2",""
63,-1.92110767560229,0.77796513650375,0.253489509350105,1.03896764541156,21,21,"ADAMTS2;AGT;SORL1;IAH1;DTNA;HEPH;INHBA;MGST1;PAPSS2;VIPR1;CYGB;BTN3A2;CLEC11A;TMEM14B;PDGFC;CCL18;CHMP5;IGLV3-25;C10ORF88;CEP126;F12",""
64,-1.51190689385908,0.847870172436189,0.296474418382142,1.24839609006559,21,21,"PDGFC;VCAN;RNF128;CENPN;OR51E1;MYLK;HSD11B2;TGFBI;MEP1A;SCARB2;ITPRID2;RNASEH2A;C8ORF76;ITPA;HOXA10;SLC3A1;FZD5;GREM1;NRGN;CDC42BPA;RFTN1",""
65,-0.759297350151552,0.926543457633436,0.24716528598579,0.875901046555999,21,21,"ELAPOR1;SRPX2;HOXB7;GALNT12;CLIP4;FUT4;CBX5;SPARC;LCN2;GALNT7;APBB1IP;PUDP;PHF20L1;GCSH;ITGB8;GPX3;PURA;IL1RN;PRUNE1;ZNF44;BMP4",""
66,-2.1794533035388,0.77913459973626,0.305514301110827,0.886312682327015,21,21,"FAP;CXCL10;PRC1;SVIL;AP1S3;SERPINF1;HOXB9;NNMT;DDC;TTC22;GAS2L1;BTN3A2;FAM210A;PLSCR1;TPBG;SLC26A2;STK39;COL5A2;ATAT1;BCLAF3;THY1",""
67,-1.18544594572377,0.865812024185965,0.26219527589344,1.11883186564548,21,21,"GDA;FBXO32;WARS1;TMEM30A;IGDCC4;PSMB9;RGS2;MMP2;FABP5;BLVRA;C3ORF52;AURKA;TLCD2;RCN2;EPHB3;APCDD1;MRPS12;WWTR1;GLI1;GLDC;CAV1",""
68,-1.29565680981734,0.874902777590912,0.314443332077194,1.11883186564548,21,21,"HUNK;AQP1;CCN2;TNFAIP3;LRRC17;ASPH;MAOA;FAM3D;FABP5;SLC39A5;C2ORF72;STOM;ARRB1;NMI;HOXA10;CNN1;GTF2IRD1;PSAT1;ZNF346;CLCN5;TMEM139",""
69,-1.29137509246576,0.879627103331963,0.302724070204442,1.15372758641338,21,21,"CLIC5;HOPX;NUTF2;RFTN1;ST8SIA6-AS1;RPL38;BASP1;LCN2;C19ORF33;KCTD9;RECQL;PRC1;PAK1;ITPA;EHF;CDH11;TMEM243;LAPTM4B;SRPK3;MIPEPP3;CNN3",""
70,-2.30788226339817,0.790014190186662,0.305067779126863,1.25368425484399,21,21,"NEAT1;EFNA2;EPPK1;CDH3;MN1;ZBTB38;GNE;YWHAZ;PCLAF;FOXM1;CRYM;BTN3A2;DNA2;MPC1;ELOVL7;CRIP1;FAM8A1;RNF186;MAP3K14;RNASEH2B;SGMS2",""
71,-1.64215030878283,0.851608748892975,0.252740306206861,0.938139259257771,21,21,"MMP9;SLC1A1;RAP2A;RNF19B;TRIL;SGK1;GOLM1;AUTS2;PROM1;ALDOC;KDM1B;MKKS;SLC16A5;MED25;STAT1;ELAPOR1;FCGRT;IGLV3-10;RRP36;ARHGEF10;EPHX1",""
72,-0.643834233097684,0.930303835602144,0.258571342299202,0.611481467024809,21,21,"HOPX;DNAJC12;H2BC5;CAVIN1;FAR2P2;ALYREF;AUTS2;TDP2;TFF1;HEG1;RETSAT;RELL1;LAMTOR3;PPP3CA;MS4A6A;RUBCNL;FAM83H;PHLDA1;YAF2;TGIF2;C1ORF21",""
73,-1.18854272742853,0.871103257514742,0.278373102640338,0.559790988461017,21,21,"MAFB;TMEM64;EPPK1;UHRF1;SLC13A2;MALL;PRAP1;ETS2;MMP12;TP53INP2;FZD1;ETS1;KIF1C;IRF2BPL;CDK6;IGLV2-14;MRPS23;TMC5;TYW5;ARHGEF10;TUBB6",""
74,-2.75866161389055,0.710460851416627,0.284284569612795,1.20416245554357,21,21,"ALOX5;XAF1;C9ORF152;CYP2S1;PRKD1;FXYD3;MTSS1;VIM;MYL9;PITPNC1;C3ORF52;MYOF;ACYP2;ZNF160;CRYZ;ALDH1A1;GMNN;FGL2;RPS6KL1;GIMAP1;GADD45B",""
75,-1.47936032854124,0.87745436274519,0.288635170694203,0.768937706332304,21,21,"POF1B;SRSF6;COTL1;TRIP13;CAPN10;MTMR11;PCMTD1;MYB;FAM3D;CMTM3;MAP4K5;RNF141;JAK3;RYBP;ITGB8;IFI6;FBXO21;NT5E;NPHP4;MYO10;FMOD",""
76,-1.11770732634885,0.868907898781128,0.255288787308415,1.00706535148763,21,21,"SLC6A8;CXCL9;CPNE1;SLC7A7;RASGRP1;GGH;TPM2;SNHG29;TMEM176B;KIF20A;ITGA11;CDKN1A;AFG3L1P;TMEM14A;FLNA;IGFBP2;PCCB;EFEMP1;BTK;CEP97;NEK3",""
77,-1.68769054862514,0.844593492686227,0.292308821701989,1.09464480282062,21,21,"ID4;SCRN1;RASSF3;SLC22A23;SOX6;HNRNPDL;ATF3;GPR160;MT1H;APOL1;PRPS1;MZT1;MAP4K5;JUNB;SGMS2;PLAC8;XIAP;IGKV1-17;SIX2;GLDC;DEPTOR",""
78,-1.51599608664239,0.844507005677584,0.291912951249416,1.20868780815946,21,21,"SLC1A1;IFIT3;MYADM;SOD2;ENPEP;SLC40A1;PM20D2;PRXL2A;C9ORF152;E2F5;TMTC3;SLC67A1;CCR5;MGAT4B;LY6E;IGLV3-10;FCGRT;CA12;CACNA2D4;ESM1;PLAT",""
79,-2.92095711771994,0.764295324149821,0.271315442476848,1.01199455608706,21,21,"NEAT1;COL12A1;MGST1;BCL6;TNNC1;TAP1;TSPAN12;SELENOP;HLA-DPB1;ALDOC;BARD1;FAM83D;RIF1;LYRM1;PLTP;DACH1;ALDH3A2;AREG;FOXP1-IT1;ZNF585B;MAD2L1",""
80,-1.68425067505492,0.857517245453618,0.301898284834177,0.89250298409362,21,21,"PPP1R14D;HSD11B2;EPS8L3;UPF3B;CLIP4;SPARCL1;PRNP;YWHAZ;IGKV1OR2-108;SKIL;CRABP2;XIAP;AHI1;RNF135;SLC44A4;CEMIP;CD47;ANP32E;BLTP2;LIG4;IL17RB",""
81,-0.929340797517799,0.906442847390746,0.297380792345828,1.06814577008758,21,21,"HOXA5;AQP1;TPX2;EMP1;GIMAP8;KLF5;EDIL3;MT1HL1;CDC42EP5;RFTN1;THAP10;CEBPA;TRPM7;PTRHD1;AGT;SLC26A2;HADH;HSD11B2;ACOT11;RBPMS2;HNRNPD",""
82,-0.908541215606083,0.916620554137301,0.305849386207079,1.12895138550794,21,21,"VCAN;ADAMDEC1;TMEM54;CNN3;BEST2;ECT2;H2BC5;NFKBIA;CD55;FITM2;TEAD2;TMC4;MAP4K5;GLG1;BST2;GSTM3;PSMC6;S100A8;UBE2J2;RPAP3;MPP1",""
83,-1.95535467327617,0.829997783342604,0.267449846267971,0.805694349653921,21,21,"LGR5;CLU;PCMTD2;YWHAE;IKZF1;BEX3;FAM13A;CEACAM6;LDHB;MIS18A;KLHL23;ROCK2;TBC1D2;MCM3;HTRA1;ASCL2;IER5;PBLD;DNAJC17;RBL1;AKR1B1",""
84,-2.09831359419539,0.799633399262952,0.235308920489312,0.888513486241506,21,21,"S100A8;GSPT2;PRSS8;TMX1;PSCA;CMBL;CXCR4;SET;FABP1;RFTN1;CRYM;MYOF;ZNF432;LYRM1;TPBG;QPRT;MBTPS2;ADAMDEC1;RPS6KL1;LINS1;CD93",""
