"input_file","condition_column","n_cells","normal","tumor","expected_total","expected_normal","expected_tumor","total_gate","normal_gate","tumor_gate"
"external_input/GSE132465_major_annotated_seurat_v2.rds","Class",63689,16404,47285,63689,16404,47285,TRUE,TRUE,TRUE
