"dataset","count_source","annotation_source","gene_column","cell_id_column","patient_column","condition_column","broad_celltype_column","subtype_column","annotation_strategy","minimum_cells","source_cells","retained_cells","pseudobulk_samples","genes","retained_fibroblast_cells","fibroblast_samples","tumor_fibroblast_samples","normal_fibroblast_samples","border_fibroblast_samples","paired_fibroblast_patients"
"GSE144735","PROJECT_ROOT","PROJECT_ROOT","Index","Index","Patient","Class","Cell_type","Cell_subtype","Cell_type; refine Stromal cells with Cell_subtype",20,27414,24964,101,30191,4582,17,5,6,6,5
